sysName,locus_tag,start,stop,strand,Core/Flexible,ExpressionLevel,name,desc,COG,COGFun,COGDesc,resolved_locus_tag,resolution_method
PMM0185,PMED4_01911,176344.0,177072.0,+,Flexible,MEG,PMM0185,Predicted Zn-dependent hydrolases of the beta-lactamase fold  (Katherine Huang),COG2220,R,Predicted Zn-dependent hydrolases of the beta-lactamase fold,PMM0185,locus_tag:sysName
PMM0186,PMED4_01921,177069.0,178178.0,-,Core,LEG,hisC,Aminotransferases class-I (NCBI),COG79,E,Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase,PMM0186,locus_tag:sysName
PMM0187,PMED4_01931,178178.0,179989.0,-,Core,LEG,argS,Arginyl-tRNA synthetase (NCBI),COG18,J,Arginyl-tRNA synthetase,PMM0187,locus_tag:sysName
PMM0188,PMED4_01941,180017.0,180883.0,-,Core,VEG,nadC,Nicotinate-nucleotide pyrophosphorylase:Quinolinate phosphoriobsyl transferase (NCBI),COG157,H,Nicotinate-nucleotide pyrophosphorylase,PMM0188,locus_tag:sysName
PMM0189,PMED4_01951,180959.0,182341.0,-,Core,LEG,thdF,putative thiophen / furan oxidation protein (NCBI),COG486,R,Predicted GTPase,PMM0189,locus_tag:sysName
PMM0190,PMED4_01961,182408.0,182860.0,+,Core,VEG,PMM0190,Uncharacterized protein conserved in bacteria (Katherine Huang),COG3216,S,Uncharacterized protein conserved in bacteria,PMM0190,locus_tag:sysName
PMM0191,PMED4_01971,182880.0,185189.0,-,Core,MEG,spoT,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase, (ppGpp)ase (NCBI)",COG317,TK,Guanosine polyphosphate pyrophosphohydrolases/synthetases,PMM0191,locus_tag:sysName
PMM0192,PMED4_01981,185245.0,186840.0,+,Core,VEG,PMM0192,"ABC transporter, ATP binding component, possibly for oligopeptides (NCBI)",COG1123,R,"ATPase components of various ABC-type transport systems, contain duplicated ATPase",PMM0192,locus_tag:sysName
PMM0193,PMED4_01991,186826.0,187794.0,-,Core,MEG,rluD,putative pseudouridylate synthase specific to ribosomal large subunit (NCBI),COG564,J,"Pseudouridylate synthases, 23S RNA-specific",PMM0193,locus_tag:sysName
PMM0194,PMED4_02001,187791.0,188657.0,-,Core,VEG,PMM0194,Predicted GTPases  (Katherine Huang),COG1161,R,Predicted GTPases,PMM0194,locus_tag:sysName
PMM0195,PMED4_02011,188883.0,190091.0,+,Core,VEG,pgk,Phosphoglycerate kinase (NCBI),COG126,G,3-phosphoglycerate kinase,PMM0195,locus_tag:sysName
PMM0196,PMED4_02021,190093.0,190824.0,-,Core,VEG,PMM0196,conserved hypothetical protein (NCBI),,,,PMM0196,locus_tag:sysName
PMM0197,PMED4_02031,190852.0,191946.0,+,Core,VEG,murG,Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase (NCBI),COG707,M,UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase,PMM0197,locus_tag:sysName
PMM0198,PMED4_02041,191925.0,193049.0,-,Core,VEG,PMM0198,Aminotransferases class-I (NCBI),COG79,E,Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase,PMM0198,locus_tag:sysName
PMM0199,PMED4_02051,193065.0,194234.0,-,Core,LEG,pyrD,Dihydroorotate dehydrogenase (NCBI),COG167,F,Dihydroorotate dehydrogenase,PMM0199,locus_tag:sysName
PMM0200,PMED4_02061,194249.0,194971.0,-,Flexible,MEG,rnhA,possible ribonuclease HI (NCBI),COG328,L,Ribonuclease HI,PMM0200,locus_tag:sysName
PMM0201,PMED4_02071,195017.0,195412.0,-,Core,HEG,rplL,50S ribosomal protein L7/L12 (NCBI),COG222,J,Ribosomal protein L7/L12,PMM0201,locus_tag:sysName
PMM0202,PMED4_02081,195441.0,195968.0,-,Core,HEG,rplJ,50S ribosomal protein L10 (NCBI),COG244,J,Ribosomal protein L10,PMM0202,locus_tag:sysName
PMM0203,PMED4_02091,196161.0,196868.0,-,Core,HEG,rplA,50S ribosomal protein L1 (NCBI),COG81,J,Ribosomal protein L1,PMM0203,locus_tag:sysName
PMM0204,PMED4_02101,196935.0,197360.0,-,Core,HEG,rplK,50S ribosomal protein L11 (NCBI),COG80,J,Ribosomal protein L11,PMM0204,locus_tag:sysName
PMM0205,PMED4_02111,197424.0,198035.0,-,Core,HEG,nusG,"transcription antitermination protein, NusG (NCBI)",COG250,K,Transcription antiterminator,PMM0205,locus_tag:sysName
PMM0206,PMED4_02121,198110.0,198349.0,-,Core,MEG,secE,"putative preprotein translocase, SecE subunit (NCBI)",,,,PMM0206,locus_tag:sysName
PMM0207,PMED4_02131,198413.0,201172.0,-,Core,MEG,clpB2,"putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB (NCBI)",COG542,O,"ATPases with chaperone activity, ATP-binding subunit",PMM0207,locus_tag:sysName
PMM0208,PMED4_02141,201456.0,202748.0,+,Core,HEG,eno,Enolase (NCBI),COG148,G,Enolase,PMM0208,locus_tag:sysName
PMM0209,PMED4_02151,202752.0,204419.0,-,Core,MEG,PMM0209,possible kinase (NCBI),COG661,R,Predicted unusual protein kinase,PMM0209,locus_tag:sysName
PMM0210,PMED4_02161,204419.0,204736.0,-,Core,VEG,PMM0210,Conserved hypothetical protein (Katherine Huang),,,,PMM0210,locus_tag:sysName
PMM0211,PMED4_02171,204992.0,205948.0,+,Flexible,HEG,trxB,FAD-dependent pyridine nucleotide-disulphide oxidoreductase (NCBI),COG492,O,Thioredoxin reductase,PMM0211,locus_tag:sysName
PMM0212,PMED4_02181,205971.0,206252.0,-,Flexible,VEG,PMM0212,conserved hypothetical protein (NCBI),,,,PMM0212,locus_tag:sysName
PMM0213,PMED4_02191,206256.0,207254.0,-,Flexible,VEG,sbtA,putative sodium-dependent bicarbonate transporter (NCBI),COG3329,R,Predicted permease,PMM0213,locus_tag:sysName
PMM0214,PMED4_02201,207261.0,208916.0,-,Core,HEG,PMM0214,putative sulfate transporter (NCBI),COG659,P,Sulfate permease and related transporters (MFS superfamily),PMM0214,locus_tag:sysName
PMM0215,PMED4_02211,209144.0,210145.0,+,Core,VEG,hemB,Delta-aminolevulinic acid dehydratase (NCBI),COG113,H,Delta-aminolevulinic acid dehydratase,PMM0215,locus_tag:sysName
PMM0216,PMED4_02221,210201.0,210593.0,+,Flexible,VEG,PMM0216,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily (NCBI),COG346,E,Lactoylglutathione lyase and related lyases,PMM0216,locus_tag:sysName
PMM0217,PMED4_02231,210607.0,213018.0,+,Core,LEG,mutS,putative DNA mismatch repair protein MutS family (NCBI),COG1193,L,Mismatch repair ATPase (MutS family),PMM0217,locus_tag:sysName
PMM0218,PMED4_02241,213062.0,214045.0,+,Core,VEG,obg,GTP1/OBG family (NCBI),COG536,R,Predicted GTPase,PMM0218,locus_tag:sysName
PMM0219,PMED4_02251,214133.0,214315.0,+,Flexible,VEG,PMM0219,conserved hypothetical (NCBI),,,,PMM0219,locus_tag:sysName
PMM0220,PMED4_02256,214432.0,214656.0,-,Flexible,VEG,PMM0220,conserved hypothetical protein (NCBI),,,,PMM0220,locus_tag:sysName
PMM0221,PMED4_02261,214782.0,215729.0,-,Core,NEG,ecm4,Glutathione S-transferase C terminus (NCBI),COG435,O,Predicted glutathione S-transferase,PMM0221,locus_tag:sysName
PMM0222,PMED4_02271,215754.0,216641.0,+,Core,VEG,aspA,putative aspartoacylase (NCBI),COG2988,E,Succinylglutamate desuccinylase,PMM0222,locus_tag:sysName
PMM0223,PMED4_02281,216807.0,217889.0,+,Core,HEG,psbA,Photosystem II PsbA protein (D1) (NCBI),,,,PMM0223,locus_tag:sysName
PMM0224,PMED4_02291,218002.0,219096.0,+,Core,VEG,aroC,Chorismate synthase (NCBI),COG82,E,Chorismate synthase,PMM0224,locus_tag:sysName
PMM0225,PMED4_02301,219107.0,219748.0,-,Flexible,MEG,eda,possible 2-keto-3-deoxy-6-phosphogluconate aldolase (NCBI),COG800,G,2-keto-3-deoxy-6-phosphogluconate aldolase,PMM0225,locus_tag:sysName
PMM0226,PMED4_02311,219760.0,221616.0,-,Core,HEG,ftsH2,cell division protein FtsH2 (NCBI),COG465,O,ATP-dependent Zn proteases,PMM0226,locus_tag:sysName
PMM0227,PMED4_02321,221663.0,222838.0,-,Core,VEG,cysD,ATP-sulfurylase (NCBI),COG2046,P,ATP sulfurylase (sulfate adenylyltransferase),PMM0227,locus_tag:sysName
PMM0228,PMED4_02331,222913.0,223707.0,-,Core,HEG,psbO,Photosystem II manganese-stabilizing protein (NCBI),,,,PMM0228,locus_tag:sysName
asRNA_02331,--,223722.0,223828.0,+,,--,Antisense RNA,,,,,,unresolved
PMM0229,PMED4_02341,223922.0,225178.0,-,Core,VEG,dfp,putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase (NCBI),COG452,H,Phosphopantothenoylcysteine synthetase/decarboxylase,PMM0229,locus_tag:sysName
PMM0230,PMED4_02351,225168.0,225389.0,-,Flexible,VEG,PMM0230,conserved hypothetical protein (NCBI),,,,PMM0230,locus_tag:sysName
PMM0231,PMED4_02361,225590.0,225772.0,+,Core,HEG,PMM0231,conserved hypothetical protein (NCBI),,,,PMM0231,locus_tag:sysName
PMM0232,PMED4_02371,225809.0,226150.0,+,Core,MEG,PMM0232,conserved hypothetical protein (NCBI),,,,PMM0232,locus_tag:sysName
PMM0233,PMED4_02381,226153.0,227169.0,-,Core,MEG,pyrB,aspartate carbamoyltransferase (NCBI),COG540,F,"Aspartate carbamoyltransferase, catalytic chain",PMM0233,locus_tag:sysName
PMM0234,PMED4_02391,227169.0,227666.0,-,Flexible,MEG,PMM0234,possible Methylpurine-DNA glycosylase (MPG) (NCBI),COG2094,L,3-methyladenine DNA glycosylase,PMM0234,locus_tag:sysName
PMM0235,PMED4_02401,227987.0,228280.0,+,Core,VEG,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C (NCBI),COG721,J,Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit,PMM0235,locus_tag:sysName
HyPMM8,PMED4_02411,228281.0,229063.0,-,Core,MEG,Protein-coding gene,Beta-carotene hydroxylase (Katherine Huang),COG3239,I,Fatty acid desaturase,,unresolved
PMM0236,--,228281.0,229270.0,-,Flexible,MEG,crtR,beta carotene hydroxylase (NCBI),,,,PMM0236,locus_tag:sysName
RNA_2,--,229473.0,229554.0,+,,--,tRNAVal2,tRNA-Val (RefSeq),,,,,unresolved
PMM0237,PMED4_02421,229639.0,230163.0,+,Flexible,NEG,PMM0237,conserved hypothetical protein (NCBI),,,,PMM0237,locus_tag:sysName
PMM0238,PMED4_02431,230206.0,233103.0,+,Core,MEG,ileS,Isoleucyl-tRNA synthetase (NCBI),COG60,J,Isoleucyl-tRNA synthetase,PMM0238,locus_tag:sysName
PMM0239,PMED4_02441,233270.0,233893.0,-,Core,VEG,PMM0239,conserved hypothetical protein (NCBI),,,,PMM0239,locus_tag:sysName
PMM0240,PMED4_02451,234019.0,234648.0,+,Core,NEG,PMM0240,Predicted SAM-dependent methyltransferase (Katherine Huang),COG220,R,Predicted S-adenosylmethionine-dependent methyltransferase,PMM0240,locus_tag:sysName
PMM0241,PMED4_02461,234650.0,236008.0,-,Flexible,VEG,PMM0241,Phosphotransferase superclass (NCBI),COG1109,G,Phosphomannomutase,PMM0241,locus_tag:sysName
PMM0242,PMED4_02471,236138.0,236683.0,+,Core,VEG,txlA,thioredoxin-like protein TxlA (NCBI),,,,PMM0242,locus_tag:sysName
PMM0243,PMED4_02481,236686.0,237324.0,-,Core,VEG,thy1,possible Thy1 protein homolog (NCBI),COG1351,F,Predicted alternative thymidylate synthase,PMM0243,locus_tag:sysName
PMM0244,PMED4_02491,237326.0,237919.0,-,Core,VEG,dcd,dCTP Deaminase (NCBI),COG717,F,Deoxycytidine deaminase,PMM0244,locus_tag:sysName
PMM0245,PMED4_02501,237925.0,238500.0,-,Core,VEG,PMM0245,cob(I)alamin adenosyltransferase (NCBI),COG2109,H,ATP:corrinoid adenosyltransferase,PMM0245,locus_tag:sysName
PMM0246,PMED4_02511,238705.0,239439.0,+,Core,VEG,ntcA,"Global nitrogen regulatory protein, CRP family of transcriptional regulators (NCBI)",COG664,T,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,PMM0246,locus_tag:sysName
PMM0247,PMED4_02521,239494.0,240465.0,+,Core,MEG,PMM0247,conserved hypothetical protein (NCBI),,,,PMM0247,locus_tag:sysName
PMM0248,PMED4_02531,240466.0,240903.0,+,Core,VEG,PMM0248,conserved hypothetical protein (NCBI),,,,PMM0248,locus_tag:sysName
PMM0249,PMED4_02541,240884.0,241141.0,-,Core,VEG,PMM0249,conserved hypothetical protein (NCBI),,,,PMM0249,locus_tag:sysName
PMM0250,PMED4_02551,241142.0,241753.0,-,Core,VEG,pth,Peptidyl-tRNA hydrolase (NCBI),COG193,J,Peptidyl-tRNA hydrolase,PMM0250,locus_tag:sysName
PMM0251,PMED4_02561,241941.0,242141.0,-,Core,VEG,psbH,Photosystem II PsbH protein (NCBI),,,,PMM0251,locus_tag:sysName
PMM0252,PMED4_02571,242197.0,242373.0,+,Flexible,MEG,psbN,Photosystem II reaction centre N protein (psbN) (NCBI),,,,PMM0252,locus_tag:sysName
PMM0253,PMED4_02581,242502.0,242630.0,+,Core,VEG,psbI,photosystem II reaction center PsbI protein (NCBI),,,,PMM0253,locus_tag:sysName
PMM0254,PMED4_02591,242645.0,244681.0,+,Core,VEG,PMM0254,conserved hypothetical protein (NCBI),,,,PMM0254,locus_tag:sysName
PMM0255,PMED4_02601,244685.0,245305.0,-,Core,VEG,leuD,3-isopropylmalate dehydratase small subunit (NCBI),COG66,E,3-isopropylmalate dehydratase small subunit,PMM0255,locus_tag:sysName
PMM0256,PMED4_02611,245302.0,246711.0,-,Core,VEG,leuC,3-isopropylmalate dehydratase large subunit (NCBI),COG65,E,3-isopropylmalate dehydratase large subunit,PMM0256,locus_tag:sysName
PMM0257,PMED4_02621,246725.0,248026.0,-,Core,MEG,cinA,Molybdenum cofactor biosynthesis protein (Katherine Huang),COG1058,R,Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA,PMM0257,locus_tag:sysName
