Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description
A5GHQ7,SynWH7803_0046,7,7,0.000426845,0.000226861,0.0001769,0.000461081,0.000247599,0.000250472,0.000453377,0.000485516,0.000678462,0.00042824,0.000263405,0.00048061,0.000408316,0.000574934,0.000546432,0.000349451,0.000482868,0.00061767,0.000276869,0.000319717,0.000539118,0.000390751,0.000509894,0.000483329,0.056948412,1.154762763,0.097992837,1.94719969,0.176581049,1.304905589,0.203578726,1.236922382,"DHSS soluble hydrogenase, small subunit OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0046 PE=3 SV=1"
A5GL08,SynWH7803_1197,7,7,0.000488401,0.000428652,0.000665161,0.000470539,0.000444984,0.000590292,0.000652591,0.00079645,0.000887594,0.000614433,0.000488904,0.000717023,0.000531656,0.000737349,0.000848779,0.000801642,0.000544476,0.001356619,0.000527405,0.000501938,0.000778878,0.000606786,0.000705928,0.000900912,0.21970432,0.951713634,0.026682638,1.476813347,0.207115796,1.16338796,0.119106594,1.484727074,Putative multicopper oxidase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1197 PE=4 SV=1
A5GPT9,SynWH7803_2528,7,7,0.000240324,0.000103543,0.000203498,0.000219289,0.0001091,0.000161915,0.000235298,0.000115927,0.000369014,0.000230736,9.67178E-05,0.000229473,0.000227334,9.14328E-05,0.00033215,0.000202542,9.38637E-05,0.000374653,0.000182455,0.000163435,0.00024008,0.000185642,0.000216973,0.000223686,0.149011926,0.895752588,0.199470134,1.315829416,0.236240589,1.168766291,0.277264634,1.20493077,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2528 PE=4 SV=1
A5GJ12,SynWH7803_0501,7,7,0.005281872,0.005619404,0.002993504,0.006017022,0.006357381,0.003376015,0.006238034,0.006290597,0.004260465,0.004577144,0.005922083,0.001946494,0.005165867,0.003152999,0.002917776,0.004101938,0.004911561,0.003461526,0.004631593,0.005250139,0.005596365,0.004148574,0.003745548,0.004158342,0.017265444,1.13354931,0.015178654,1.208302407,0.383382764,0.902851914,0.49550528,1.002354593,"Phycobilisome linker polypeptide, C-phycoerythrin class I-associated OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cpeE PE=3 SV=1"
A5GKL7,SynWH7803_1056,7,7,0.001164945,0.000645391,0.000723591,0.000722016,0.000592444,0.000587554,0.000916762,0.000579129,0.001464984,0.001130267,0.000699268,0.001024719,0.001183086,0.000842111,0.001060123,0.001431703,0.001001178,0.00109804,0.000844642,0.000634005,0.000986958,0.000951418,0.00102844,0.001176974,0.108851955,0.750619165,0.342921252,1.168492436,0.073392013,1.08095503,0.04875525,1.237073095,Peptide methionine sulfoxide reductase MsrA OS=Synechococcus sp. (strain WH7803) OX=32051 GN=msrA PE=3 SV=1
A5GLF7,SynWH7803_1346,7,7,0.002568519,0.002555028,0.002288073,0.002747585,0.002431001,0.00279297,0.003061218,0.002832566,0.002373185,0.003168944,0.002636149,0.002317499,0.002555512,0.000962578,0.002417548,0.003073052,0.002913842,0.002996049,0.00247054,0.002657185,0.002755656,0.002707531,0.001978546,0.002994314,0.206045855,1.075548416,0.068219797,1.11540648,0.146370876,0.730756558,0.164111653,1.105920665,Allophycocyanin beta-18 subunit OS=Synechococcus sp. (strain WH7803) OX=32051 GN=apcE PE=3 SV=1
A5GLL7,SynWH7803_1406,7,7,0.001721162,0.001195855,0.001729595,0.001866298,0.001048963,0.001560223,0.001918238,0.001496813,0.001763671,0.001807085,0.001396401,0.001135441,0.001899235,0.00149622,0.000896001,0.002792445,0.001058678,0.001570549,0.001548871,0.001491828,0.001726241,0.001446309,0.001430485,0.001807224,0.315030713,0.963171368,0.074911883,1.114515589,0.450221754,0.989059329,0.223115839,1.24954212,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1406 PE=4 SV=1
A5GM16,SynWH7803_1555,7,7,6.45785E-05,1.07461E-05,9.49179E-05,5.69131E-05,9.92105E-06,6.07839E-05,7.94344E-05,2.66028E-05,8.18616E-05,5.628E-05,7.28576E-06,0.000163268,0.000133994,8.45959E-06,0.000186408,0.000144586,3.40553E-05,0.000165226,5.67475E-05,4.25393E-05,6.26329E-05,7.56114E-05,0.000109621,0.000114622,0.148377325,0.749624856,0.298934958,1.103712175,0.13680772,1.449790278,0.13394954,1.515941138,Aminopeptidase N OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pepN PE=4 SV=1
A5GLP1,SynWH7803_1430,7,7,0.001373307,0.000943809,0.001190528,0.001163566,0.000779445,0.001116587,0.001368719,0.001099932,0.001190373,0.001573266,0.000789699,0.001132617,0.000938199,0.000490737,0.001261324,0.001300804,0.000917403,0.001213651,0.001169215,0.001019866,0.001219675,0.001165194,0.000896754,0.001143952,0.032292058,0.872265894,0.220216507,1.043157147,0.174229487,0.769617188,0.440967863,0.981769749,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1430 PE=4 SV=1
A5GNQ0,SynWH7803_2139,7,7,0.002423795,0.002401352,0.003507361,0.002120221,0.001896554,0.002372776,0.002121592,0.003099379,0.003172065,0.003554911,0.002916065,0.003222653,0.001946335,0.002949698,0.004821126,0.002485542,0.003414861,0.00440638,0.002777503,0.00212985,0.002797679,0.00323121,0.003239053,0.003435595,0.061255313,0.766822045,0.478980002,1.007264132,0.497005144,1.002427284,0.394098922,1.063253326,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2139 PE=4 SV=1
A5GKF7,SynWH7803_0996,7,7,0.000515403,0.000378962,0.000347679,0.000471212,0.000490535,0.000362226,0.000374904,0.000437435,0.000400678,0.000216061,0.000482529,0.000536143,0.000363925,0.000356673,0.000826549,0.000484161,0.000499499,0.000853307,0.000414015,0.000441324,0.000404339,0.000411578,0.000515716,0.000612322,0.30434961,1.065963186,0.448002972,0.97663051,0.241839226,1.25302168,0.081731972,1.487744506,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0996 PE=4 SV=1
A5GMZ4,SynWH7803_1883,7,7,4.8563E-05,7.58299E-05,6.90185E-05,5.0256E-05,5.20094E-05,6.36863E-05,3.2701E-05,2.27581E-05,0.000110111,2.91895E-05,3.45295E-05,6.39029E-05,0.000106152,6.13927E-05,3.81377E-05,3.02944E-05,1.53989E-05,0.000118281,6.44705E-05,5.53172E-05,5.51901E-05,4.25406E-05,6.85608E-05,5.46582E-05,0.176036891,0.85802423,0.383470509,0.856052611,0.236414875,1.611654073,0.31798695,1.284848102,DNA topoisomerase 1 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=topA PE=3 SV=1
A5GKE3,SynWH7803_0982,7,7,0.002769638,0.004331954,0.004953412,0.002065278,0.003174143,0.004204588,0.002081081,0.003930275,0.004150428,0.003217002,0.002928581,0.008066948,0.002387154,0.004378101,0.010474701,0.002278706,0.004022528,0.007615241,0.004018335,0.003148003,0.003387261,0.00473751,0.005746652,0.004638825,0.013204741,0.783409843,0.016980381,0.842951516,0.201763132,1.213010971,0.443414435,0.979169352,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0982 PE=4 SV=1
A5GPM1,SynWH7803_2460,7,7,0.0125264,0.010514715,0.009453112,0.012139246,0.009113457,0.009184968,0.009535109,0.007955884,0.007158721,0.012088517,0.012034869,0.009871048,0.010002539,0.013980828,0.009741509,0.008266696,0.010088388,0.007675408,0.010831409,0.01014589,0.008216571,0.011331478,0.011241625,0.008676831,0.098400501,0.936710124,0.002989958,0.758587508,0.472750849,0.99207054,0.022861641,0.765728053,Starvation-inducible DNA-binding protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=dps PE=3 SV=1
A5GL25,SynWH7803_1214,6,6,0.000248824,5.65439E-05,5.01609E-05,0.000329265,8.62639E-05,5.13839E-05,0.000361065,0.000124096,0.000529333,0.000146311,7.1736E-05,0.000247966,0.000335506,8.59955E-05,9.33155E-05,0.000229327,0.000127816,0.000128416,0.00011851,0.000155638,0.000338165,0.000155338,0.000171606,0.000161853,0.125091208,1.313290366,0.117062158,2.853478318,0.442443536,1.104725821,0.463827176,1.041940657,ATP-dependent Clp protease proteolytic subunit OS=Synechococcus sp. (strain WH7803) OX=32051 GN=clpP PE=3 SV=1
A5GN39,SynWH7803_1928,6,6,0.00268278,0.0003227,0.000572783,0.004360939,0.000804133,0.000516965,0.006703012,0.000619726,0.002512916,0.002611694,0.000449303,0.000242743,0.003209902,0.000259528,0.000301315,0.004699727,0.000861358,0.001213971,0.001192754,0.001894012,0.003278551,0.001101247,0.001256915,0.002258352,0.152320213,1.587931724,0.09623455,2.748723428,0.286118597,1.141356393,0.071656054,2.050723124,DNA-binding protein HU OS=Synechococcus sp. (strain WH7803) OX=32051 GN=hup PE=3 SV=1
A5GIC9,SynWH7803_0268,6,6,0.000234985,0.00041728,0.000527883,0.000267733,0.000490356,0.000490343,0.000709171,0.000809547,0.000706578,0.000238348,0.000619687,0.000200019,0.000218607,0.000472938,0.000312573,0.000971725,0.000533828,0.000476792,0.000393382,0.000416144,0.000741765,0.000352685,0.000334706,0.000660782,0.277114918,1.05786126,0.029188283,1.885608587,0.416286203,0.949022901,0.161633837,1.873575055,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Synechococcus sp. (strain WH7803) OX=32051 GN=fabI PE=3 SV=1
A5GJE9,SynWH7803_0638,6,6,0.001758325,0.000748424,0.001152614,0.001797882,0.000885548,0.001155292,0.002190751,0.001926958,0.002137031,0.001899803,0.001035398,0.001646569,0.001726045,0.00100728,0.00177265,0.002706698,0.0015624,0.002714884,0.001219788,0.001279574,0.002084913,0.001527257,0.001501992,0.002327994,0.137270976,1.0490132,0.030360157,1.709242081,0.398943726,0.983457246,0.018025245,1.524297803,Ribosome-recycling factor OS=Synechococcus sp. (strain WH7803) OX=32051 GN=frr PE=3 SV=1
A5GMU3,SynWH7803_1832,6,6,0.00138822,0.001012473,0.001142473,0.001099553,0.000828838,0.000940493,0.001593574,0.001108356,0.002825736,0.00141535,0.000820984,0.001846449,0.001400324,0.001196398,0.001970328,0.001419455,0.001445102,0.002792784,0.001181055,0.000956295,0.001842555,0.001360928,0.00152235,0.00188578,0.010070539,0.809695094,0.162707022,1.560092312,0.146632725,1.118612103,0.09903989,1.385658167,Methionine aminopeptidase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=map PE=3 SV=1
A5GLT7,SynWH7803_1476,6,6,0.000346296,0.000417691,0.000560613,0.000348725,0.000391913,0.000548658,0.000465046,0.000530564,0.000940805,0.000261842,0.000239665,0.000597346,0.000283145,0.000279271,0.000650216,0.000382756,0.000447895,0.000788191,0.000441533,0.000429766,0.000645471,0.000366284,0.00040421,0.000539614,0.142657426,0.973349189,0.073381533,1.46188693,0.026791369,1.1035438,0.011444816,1.473211877,Carboxyl-terminal processing protease OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ctpA PE=3 SV=1
A5GJ93,SynWH7803_0582,6,6,0.000249927,1.4684E-05,0.000203458,0.000353618,1.76318E-05,5.81973E-05,0.000388733,5.25299E-05,0.000227029,0.000340493,3.08869E-05,0.000448512,0.000391366,1.98268E-05,0.000502975,0.000384629,7.50005E-05,0.000304269,0.000156023,0.000143149,0.000222764,0.000273297,0.000304722,0.000254633,0.437539679,0.917487892,0.103546241,1.427764201,0.138784936,1.114985509,0.397152421,0.931706927,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pdhC PE=3 SV=1
A5GHW4,SynWH7803_0103,6,6,0.003844009,0.000553892,0.003821114,0.003899511,0.000285502,0.002158111,0.004673014,0.000460897,0.006077224,0.005039396,0.000353055,0.007745397,0.004751656,0.00042172,0.004811384,0.003700752,0.001312264,0.004456646,0.002739671,0.002114375,0.003737045,0.004379283,0.003328253,0.003156554,0.178704329,0.771762106,0.140911271,1.364048494,0.191335137,0.759999623,0.212097841,0.720792544,"dTDP-4-dehydrorhamnose 3,5-epimerase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rfbC PE=3 SV=1"
A5GLI1,SynWH7803_1370,6,6,0.001232873,0.000949611,0.001005543,0.001134358,0.00088969,0.00081878,0.00155017,0.00116801,0.001354558,0.001058156,0.000868125,0.001557808,0.000994455,0.001087794,0.001685588,0.00168398,0.001324676,0.001807968,0.001062676,0.000947609,0.001357579,0.001161363,0.001255945,0.001605541,0.045991839,0.891720068,0.008664159,1.277510317,0.187353889,1.081440957,0.027460777,1.382463074,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1370 PE=4 SV=1
A5GIU4,SynWH7803_0433,6,6,0.000630518,0.00037255,0.000477147,0.000671408,0.000393826,0.000359778,0.00083016,0.000378991,0.000632835,0.001002636,0.00027851,0.000552323,0.000709107,0.000198165,0.000660425,0.000634404,0.000597768,0.000823757,0.000493405,0.000475004,0.000613995,0.000611156,0.000522566,0.00068531,0.373621882,0.962705995,0.087629083,1.244404397,0.262439672,0.855044586,0.384881951,1.121332951,50S ribosomal protein L4 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplD PE=3 SV=1
A5GLI4,SynWH7803_1373,6,6,0.00091138,0.000447925,0.000811516,0.000680178,0.000571287,0.000824756,0.001160202,0.000524971,0.001015499,0.000942456,0.000581753,0.000941815,0.000880847,0.000140728,0.000764356,0.001170758,0.000578257,0.001015047,0.000723607,0.000692074,0.000900224,0.000822008,0.00059531,0.000921354,0.39592326,0.956422257,0.037682861,1.244078342,0.090445326,0.724214819,0.141194788,1.120857708,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1373 PE=4 SV=1
A5GMM6,SynWH7803_1765,6,6,0.000227629,2.82153E-05,7.14773E-05,0.000178315,3.96403E-05,7.19866E-05,0.000163875,5.45271E-05,0.000186444,0.000164823,2.01637E-05,0.000134686,0.000335577,1.55947E-05,0.000120534,0.000329168,2.97246E-05,0.000262665,0.000109107,9.66474E-05,0.000134949,0.000106557,0.000157236,0.000207186,0.286843707,0.88580261,0.333073383,1.236846653,0.243942013,1.475594011,0.082064213,1.944356874,Ketol-acid reductoisomerase (NADP(+)) OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ilvC PE=3 SV=1
A5GJ14,SynWH7803_0503,6,6,0.00108819,0.000696123,0.000539175,0.001450103,0.000770223,0.000725878,0.000955509,0.000737022,0.000744786,0.001068667,0.00065247,0.000647818,0.0013546,0.0006864,0.000409206,0.000833898,0.000497843,0.000782853,0.000774496,0.000982068,0.000812439,0.000789652,0.000816735,0.000704865,0.065706588,1.268009426,0.367554472,1.048990489,0.437279492,1.034297809,0.264553924,0.892627508,"Phycobilisome linker polypeptide, C-phycoerythrin class I-associated OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cpeC PE=3 SV=1"
P0A330,SynWH7803_0677,6,6,0.008356007,0.005784519,0.006918377,0.005280081,0.00613827,0.006475084,0.006324113,0.006879319,0.004499163,0.005405753,0.007077788,0.004567975,0.006466215,0.005583495,0.006988511,0.003360375,0.005704001,0.007382256,0.007019634,0.005964478,0.005900865,0.005683839,0.006346074,0.005482211,0.207845963,0.84968506,0.210229243,0.84062287,0.311087788,1.116511909,0.453317196,0.964526056,Carbon dioxide-concentrating mechanism protein CcmK OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ccmK PE=3 SV=1
A5GPE9,SynWH7803_2388,6,6,0.003358962,0.003769196,0.004977817,0.002831478,0.00366884,0.003994957,0.002459675,0.004515427,0.002838439,0.003959039,0.005082407,0.003123268,0.002635755,0.005443779,0.003543305,0.00288501,0.003509688,0.002839112,0.004035325,0.003498425,0.00327118,0.004054905,0.00387428,0.003077937,0.08483657,0.866949937,0.228530422,0.810636105,0.39096263,0.95545515,0.060603122,0.759065126,Nucleoside diphosphate kinase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ndk PE=3 SV=1
A5GIZ8,SynWH7803_0487,6,6,0.00121646,0.002262421,0.001967234,0.001495122,0.001929135,0.002514569,0.001343091,0.001559562,0.001186627,0.001753389,0.002219817,0.001478487,0.001519696,0.002517612,0.00167075,0.001376801,0.001169118,0.001594001,0.001815372,0.001979609,0.001363093,0.001817231,0.001902686,0.001379973,0.296457401,1.090470208,0.129792507,0.750861728,0.325691351,1.047024731,0.162531703,0.75938234,"Phycobilisome linker polypeptide, C-phycoerythrin class II-associated OS=Synechococcus sp. (strain WH7803) OX=32051 GN=mpeE PE=3 SV=1"
A5GHP4,SynWH7803_0033,6,6,0.001234078,0.00123298,0.001489662,0.001136518,0.00124866,0.001496267,0.000496763,0.00069749,0.001098973,0.000984124,0.00083467,0.001549156,0.001051354,0.000921187,0.001837374,0.000532101,0.000917484,0.001011891,0.001318907,0.001293815,0.000764409,0.00112265,0.001269972,0.000820492,0.280576842,0.980975385,0.015661289,0.579577481,0.086223862,1.131226814,0.129873391,0.73085292,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=accB PE=4 SV=1
