 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_G0113,fbpA,58.27,165.95,32.96,2.857,0.565,0.2,ABC-type FeIII uptake system substrate-binding component FbpA,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,,SYNPCC7002_G0113,locus_tag: Locus tag
SYNPCC7002_A1995,livF,6.47,25.53,6.28,4.0,0.971,0.25,ABC-type branched-chain amino acid transport system ATPase component LivF,Transport and binding proteins,"Amino acids, peptides and amines",Amino acid utilization,Cytoplasm,,SYNPCC7002_A1995,locus_tag: Locus tag
SYNPCC7002_A1142,,36.15,285.95,86.33,7.692,2.381,0.3,sodium-coupled permease,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (13 transmembrane span),,SYNPCC7002_A1142,locus_tag: Locus tag
SYNPCC7002_A1482,,5.93,10.21,3.14,1.724,0.529,0.31,lipid ABC export system ATPase component,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",,Cytoplasm,,SYNPCC7002_A1482,locus_tag: Locus tag
SYNPCC7002_A2428,apqZ,52.87,204.25,67.5,3.846,1.282,0.33,aquaporin Z ApqZ,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2428,locus_tag: Locus tag
SYNPCC7002_A0862,cynD,5.4,22.98,7.85,4.348,1.449,0.34,ABC-type bispecific high affinity cyanate/nitrite uptake system ATPase component CynD,Transport and binding proteins,Anions,Nitrogen assimilation - Cyanate,Cytoplasm,NtcA,SYNPCC7002_A0862,locus_tag: Locus tag
SYNPCC7002_A2285,pstC,14.03,28.08,9.42,2.0,0.671,0.34,phosphate ABC transporter permease component PstC,Transport and binding proteins,Anions,Phosphate homeostasis,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2285,locus_tag: Locus tag
SYNPCC7002_A2229,mttA,38.31,176.17,61.22,4.545,1.587,0.35,twin-arginine protein translocation system component MttA,Transport and binding proteins,Protein export,Protein export - TAT,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2229,locus_tag: Locus tag
SYNPCC7002_A0587,rnd3b,70.14,1003.38,365.73,14.286,5.263,0.36,RND-type export system permease component heavy metal efflux (HME) family Rnd3b,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (12 transmembrane span),,SYNPCC7002_A0587,locus_tag: Locus tag
SYNPCC7002_A1963,,9.17,25.53,9.42,2.778,1.031,0.37,amino acid permease superfamily protein,Transport and binding proteins,"Amino acids, peptides and amines",Amino acid utilization,Inner Membrane (10 transmembrane span),,SYNPCC7002_A1963,locus_tag: Locus tag
SYNPCC7002_A2799,pcxA,18.34,102.13,39.24,5.556,2.128,0.38,light-induced Na+-dependent proton extrusion protein PcxA,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A2799,locus_tag: Locus tag
SYNPCC7002_A1070,amt,3.24,7.66,3.14,2.381,0.971,0.41,ammonium/methylammonium permease Amt,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (10 transmembrane span),,SYNPCC7002_A1070,locus_tag: Locus tag
SYNPCC7002_A1448,,1.08,7.66,3.14,7.143,2.941,0.41,bifunctional ABC transport system permease and ATPase component,Transport and binding proteins,Unknown substrate,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A1448,locus_tag: Locus tag
SYNPCC7002_A1898,comA,4.32,7.66,3.14,1.786,0.73,0.41,single stranded DNA uptake competence transporter ComA,Transport and binding proteins,Secretion systems,Competence | twitching motility,Inner Membrane Lipoprotein,,SYNPCC7002_A1898,locus_tag: Locus tag
SYNPCC7002_A1021,lptG,12.41,28.08,12.56,2.273,1.01,0.45,ABC-type lipopolysaccharide export system permease component LptG,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Lipopolysaccharide export,Inner Membrane (6 transmembrane span),,SYNPCC7002_A1021,locus_tag: Locus tag
SYNPCC7002_A0759,phnE,2.16,10.21,4.71,4.762,2.174,0.46,ABC-type phosphonate uptake system permease component PhnE,Transport and binding proteins,Anions,Phosphate homeostasis,Inner Membrane (11 transmembrane span),,SYNPCC7002_A0759,locus_tag: Locus tag
SYNPCC7002_A0799,cysA,7.01,20.43,9.42,2.941,1.351,0.46,sulfate/thiosulfate ABC uptake system ATPase component CysA,Transport and binding proteins,Anions,Sulfur metabolism,Cytoplasm,,SYNPCC7002_A0799,locus_tag: Locus tag
SYNPCC7002_A1047,secY,398.17,2073.14,960.64,5.263,2.439,0.46,preprotein translocase subunit SecY,Transport and binding proteins,Protein export,Protein export - Sec,Inner Membrane (10 transmembrane span),,SYNPCC7002_A1047,locus_tag: Locus tag
SYNPCC7002_A1149,,1.08,10.21,4.71,9.091,4.348,0.46,YiaAB transporter domain protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1149,locus_tag: Locus tag
SYNPCC7002_A1648,btuD,8.63,40.85,18.84,4.762,2.174,0.46,ABC-type B12/cobalamin uptake system ATPase component BtuD,Transport and binding proteins,Cofactors and prosthetic groups,Cobalamin (B12) biosynthesis and salvage,Cytoplasm,,SYNPCC7002_A1648,locus_tag: Locus tag
SYNPCC7002_A1837,,17.26,30.64,14.13,1.786,0.82,0.46,ABC-type amino acid transport system substrate-binding component,Transport and binding proteins,Unknown substrate,,Inner Membrane Lipoprotein,,SYNPCC7002_A1837,locus_tag: Locus tag
SYNPCC7002_A1969,comFB,438.1,587.22,273.12,1.333,0.625,0.47,late competence development protein ComFB,Transport and binding proteins,Secretion systems,Competence | twitching motility,Cytoplasm,,SYNPCC7002_A1969,locus_tag: Locus tag
SYNPCC7002_A2286,pstA,21.58,33.19,15.7,1.538,0.73,0.47,ABC-type phosphate uptake system permease component PstA,Transport and binding proteins,Anions,Phosphate homeostasis,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2286,locus_tag: Locus tag
SYNPCC7002_A0634,btuC,8.63,35.74,17.27,4.167,2.0,0.48,ABC-type B12/cobalamin uptake system permease component BtuC,Transport and binding proteins,Cofactors and prosthetic groups,Cobalamin (B12) biosynthesis and salvage,Inner Membrane (8 transmembrane span),cobalamine riboswitch,SYNPCC7002_A0634,locus_tag: Locus tag
SYNPCC7002_A0713,phnC,7.01,22.98,10.99,3.226,1.563,0.48,phosphonate ABC transport system ATPase component PhnC,Transport and binding proteins,Oxoanions,Phosphate homeostasis,Cytoplasm,,SYNPCC7002_A0713,locus_tag: Locus tag
SYNPCC7002_A2721,,34.53,206.8,98.89,5.882,2.857,0.48,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A2721,locus_tag: Locus tag
SYNPCC7002_A0637,btuB,7.55,12.77,6.28,1.695,0.833,0.49,TonB-dependent B12/cobalamin receptor BtuB,Transport and binding proteins,Cofactors and prosthetic groups,Cobalamin (B12) biosynthesis and salvage,Outer Membrane,cobalamine riboswitch,SYNPCC7002_A0637,locus_tag: Locus tag
SYNPCC7002_G0097,,29.67,63.83,31.39,2.174,1.053,0.49,ABC-type iron chelate uptake system FecB family substrate-binding component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,Fur,SYNPCC7002_G0097,locus_tag: Locus tag
SYNPCC7002_A0393,gsiB,24.28,53.62,26.68,2.222,1.099,0.5,ABC-type glutathione uptake system substrate-binding component GsiB,Transport and binding proteins,"Amino acids, peptides and amines",Glutathione uptake,Inner Membrane Lipoprotein,,SYNPCC7002_A0393,locus_tag: Locus tag
SYNPCC7002_A0125,focA,17.8,10.21,21.98,0.575,1.235,2.15,inner membrane formate porin FocA,Transport and binding proteins,Porins and secretins,Formate utilization,Inner Membrane (6 transmembrane span),,SYNPCC7002_A0125,locus_tag: Locus tag
SYNPCC7002_G0079,,32.37,5.11,10.99,0.158,0.339,2.15,ABC-type iron chelate uptake system permease component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (8 transmembrane span),,SYNPCC7002_G0079,locus_tag: Locus tag
SYNPCC7002_A0844,malY,11.87,7.66,17.27,0.645,1.449,2.25,maltose/maltooligosaccharide:cation symporter MalY,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Maltose utilization,Inner Membrane (12 transmembrane span),,SYNPCC7002_A0844,locus_tag: Locus tag
SYNPCC7002_A1735,mntC,15.65,17.87,40.81,1.136,2.632,2.28,ABC-type Zn/Mn uptake system substrate-binding component MntC,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane Lipoprotein,,SYNPCC7002_A1735,locus_tag: Locus tag
SYNPCC7002_A0657,secF,57.19,38.3,87.9,0.671,1.538,2.3,preprotein translocase subunit SecF,Transport and binding proteins,Protein export,Sec,Inner Membrane (5 transmembrane span),,SYNPCC7002_A0657,locus_tag: Locus tag
SYNPCC7002_A0160,ycf60,50.18,12.77,29.82,0.254,0.595,2.34,chloroplast import component Tic20 family protein YCF60,Transport and binding proteins,Unknown substrate,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A0160,locus_tag: Locus tag
SYNPCC7002_A1225,tatC,22.12,7.66,18.84,0.346,0.855,2.46,twin-arginine protein translocation system component TatC,Transport and binding proteins,Protein export,Protein export - TAT,Inner Membrane (6 transmembrane span),,SYNPCC7002_A1225,locus_tag: Locus tag
SYNPCC7002_A1975,,2.7,2.55,6.28,0.943,2.326,2.46,Polysaccharide export protein,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Lipopolysaccharide export,Inner Membrane (10 transmembrane span),,SYNPCC7002_A1975,locus_tag: Locus tag
SYNPCC7002_A2689,,16.19,7.66,18.84,0.474,1.163,2.46,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A2689,locus_tag: Locus tag
SYNPCC7002_G0005,,12.41,2.55,6.28,0.206,0.505,2.46,ABC-type iron-chelate uptake system FecT family substrate-binding component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,Fur,SYNPCC7002_G0005,locus_tag: Locus tag
SYNPCC7002_G0006,,12.95,2.55,6.28,0.197,0.485,2.46,TonB-dependent siderophore receptor IutA family,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur,SYNPCC7002_G0006,locus_tag: Locus tag
SYNPCC7002_A1895,pstB,73.92,17.87,47.09,0.242,0.637,2.63,ABC-type phosphate uptake system ATPase component PstB,Transport and binding proteins,Anions,Phosphate homeostasis,Cytoplasm,,SYNPCC7002_A1895,locus_tag: Locus tag
SYNPCC7002_A0705,,18.34,5.11,15.7,0.279,0.855,3.07,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A0705,locus_tag: Locus tag
SYNPCC7002_A2501,zntA,7.55,2.55,7.85,0.338,1.042,3.07,ABC-type zinc uptake system substrate-binding component ZntA,Transport and binding proteins,Cations and iron carrying compounds,Zinc homeostasis,Inner Membrane Lipoprotein,Zur,SYNPCC7002_A2501,locus_tag: Locus tag
SYNPCC7002_G0020,sybT,97.65,2.55,7.85,0.026,0.08,3.07,synechobactin transporter SybT,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (12 transmembrane span),,SYNPCC7002_G0020,locus_tag: Locus tag
SYNPCC7002_D0005,nthT,3.78,7.66,25.11,2.041,6.667,3.28,cobalt transporter NthT,Transport and binding proteins,Cations and iron carrying compounds,Nitrogen assimilation - Aliphatic nitriles,Inner Membrane (6 transmembrane span),,SYNPCC7002_D0005,locus_tag: Locus tag
SYNPCC7002_A1733,mtrB,26.98,7.66,26.68,0.284,0.99,3.48,ABC-type Zn/Mn uptake system permease component MntB,Transport and binding proteins,Cations and iron carrying compounds,Metal homeostasis,Inner Membrane (8 transmembrane span),,SYNPCC7002_A1733,locus_tag: Locus tag
SYNPCC7002_A1748,agmB,25.9,2.55,12.56,0.099,0.485,4.92,ABC-type agmatine uptake system substrate-binding component AgmB,Transport and binding proteins,General,Agmatine uptake,Inner Membrane Lipoprotein,,SYNPCC7002_A1748,locus_tag: Locus tag
SYNPCC7002_A0466,,37.77,7.66,40.81,0.203,1.075,5.33,small-conductance mechanosensitive ion channel,Transport and binding proteins,Unknown substrate,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A0466,locus_tag: Locus tag
SYNPCC7002_A2427,lptF,16.19,2.55,14.13,0.158,0.87,5.53,ABC-type lipopolysaccharide export system permease component LptF,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Lipopolysaccharide export,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2427,locus_tag: Locus tag
SYNPCC7002_G0081,,23.2,0.12,1.57,0.005,0.068,12.76,TonB-dependent iron chelate receptor,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,,SYNPCC7002_G0081,locus_tag: Locus tag
SYNPCC7002_G0083,,27.52,0.12,1.57,0.004,0.057,12.76,ABC-type iron chelate uptake system substrate-binding component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,,SYNPCC7002_G0083,locus_tag: Locus tag
SYNPCC7002_G0103,fhuA,10.25,0.12,1.57,0.012,0.153,12.76,TonB-dependent ferrichrome receptor FhuA,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur,SYNPCC7002_G0103,locus_tag: Locus tag
SYNPCC7002_G0139,fecB,41.0,0.12,1.57,0.003,0.038,12.76,ABC-type iron(III) dicitrate uptake system substrate-binding component FecB,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,Fur,SYNPCC7002_G0139,locus_tag: Locus tag
SYNPCC7002_G0063,drrB,4.32,0.12,4.71,0.028,1.087,38.28,daunorubicin resistance ABC export system permease component DrrB,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_G0063,locus_tag: Locus tag
SYNPCC7002_A1004,trkA,4.32,0.12,7.85,0.028,1.818,63.81,K+ transport system NAD-binding component TrkA,Transport and binding proteins,Cations and iron carrying compounds,,Cytoplasm,,SYNPCC7002_A1004,locus_tag: Locus tag
SYNPCC7002_A2318,pacS,7.55,0.12,7.85,0.016,1.042,63.81,copper uptake P-type ATPase PacS,Transport and binding proteins,Cations and iron carrying compounds,,Thylakoid Membrane (8 transmembrane spans),,SYNPCC7002_A2318,locus_tag: Locus tag
SYNPCC7002_A2789,,7.01,0.12,7.85,0.018,1.124,63.81,ABC-type transport system permease and ATPase component,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2789,locus_tag: Locus tag
SYNPCC7002_A0133,,12.41,0.12,9.42,0.01,0.758,76.57,ABC-type sugar transport system permease component,Transport and binding proteins,Carbohydrates,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A0133,locus_tag: Locus tag
SYNPCC7002_A0166,,11.33,0.12,9.42,0.011,0.833,76.57,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A0166,locus_tag: Locus tag
SYNPCC7002_A2728,sfuC,9.71,0.12,10.99,0.013,1.136,89.33,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A2728,locus_tag: Locus tag
SYNPCC7002_A0497,,7.01,0.12,12.56,0.018,1.786,102.09,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A0497,locus_tag: Locus tag
SYNPCC7002_A1175,yidD,20.5,0.12,18.84,0.006,0.917,153.14,membrane insertion associated protein YidD,Transport and binding proteins,Protein export,Protein export ,Cytoplasm,,SYNPCC7002_A1175,locus_tag: Locus tag
SYNPCC7002_A0471,,0.12,15.32,0.12,100.0,1.0,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_G0017,,1.08,22.98,0.12,20.0,0.114,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0017,locus_tag: Locus tag
SYNPCC7002_F0096,,3.24,7.66,0.12,2.381,0.038,0.02,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0096,locus_tag: Locus tag
SYNPCC7002_A2002,,6.47,17.87,1.57,2.778,0.243,0.09,rhodanese-like domain-containing protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2002,locus_tag: Locus tag
SYNPCC7002_F0109,,24.82,102.13,9.42,4.167,0.379,0.09,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A0775,,5.93,12.77,1.57,2.174,0.265,0.12,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0775,locus_tag: Locus tag
SYNPCC7002_A1740,,5.93,20.43,3.14,3.448,0.529,0.15,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_F0071,,2.16,10.21,1.57,4.762,0.73,0.15,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0071,locus_tag: Locus tag
SYNPCC7002_A2259,,17.8,222.12,39.24,12.5,2.222,0.18,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_G0037,,31.29,97.02,17.27,3.125,0.552,0.18,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0037,locus_tag: Locus tag
SYNPCC7002_A2129,ylmG,8.09,66.38,12.56,8.333,1.563,0.19,integral membrane protein associated with nucleod distribution YlmG,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2129,locus_tag: Locus tag
SYNPCC7002_G0035,,24.28,163.4,31.39,6.667,1.299,0.19,conserved hypothetical protein with von Willebrand factor type A domain,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0035,locus_tag: Locus tag
SYNPCC7002_A1249,ycf49,3.24,15.32,3.14,4.762,0.971,0.2,membrane protein of unknown function DUF3593 Ycf49,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A1249,locus_tag: Locus tag
SYNPCC7002_A1871,,1.08,7.66,1.57,7.143,1.449,0.2,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,Bacteriophage,,SYNPCC7002_A1871,locus_tag: Locus tag
SYNPCC7002_A2687,,3.24,7.66,1.57,2.381,0.485,0.2,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2687,locus_tag: Locus tag
SYNPCC7002_F0091,,0.54,7.66,1.57,14.286,2.941,0.2,hypothetical protein,Unknown function,General,,Outer Membrane,,SYNPCC7002_F0091,locus_tag: Locus tag
SYNPCC7002_A2016,,11.33,28.08,6.28,2.5,0.556,0.22,protein of unknown function DUF423,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2016,locus_tag: Locus tag
SYNPCC7002_A0065,,18.34,68.93,17.27,3.704,0.943,0.25,protein of unknown function DUF3571,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0065,locus_tag: Locus tag
SYNPCC7002_A0754,,426.77,8088.32,2028.01,20.0,4.762,0.25,protein of unknown function DUF448,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0754,locus_tag: Locus tag
SYNPCC7002_A2742,,2.7,12.77,3.14,4.762,1.163,0.25,SecC motif-containing protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2742,locus_tag: Locus tag
SYNPCC7002_A1157,,23.2,53.62,14.13,2.326,0.61,0.26,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1157,locus_tag: Locus tag
SYNPCC7002_A2130,,31.29,255.31,65.93,8.333,2.128,0.26,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2130,locus_tag: Locus tag
SYNPCC7002_A2484,,14.57,53.62,14.13,3.704,0.971,0.26,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2484,locus_tag: Locus tag
SYNPCC7002_F0055,,5.93,17.87,4.71,3.03,0.794,0.26,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_F0055,locus_tag: Locus tag
SYNPCC7002_A0304,,8.63,372.76,98.89,50.0,11.111,0.27,apolipophorin family protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0304,locus_tag: Locus tag
SYNPCC7002_A0473,,15.11,257.87,69.07,16.667,4.545,0.27,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A1884,,33.45,22.98,6.28,0.685,0.188,0.27,bacteriophage hypothetical protein,Unknown function,General,Bacteriophage,Cytoplasm,,SYNPCC7002_A1884,locus_tag: Locus tag
SYNPCC7002_A2001,,600.49,1118.27,304.52,1.852,0.508,0.27,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,unresolved
SYNPCC7002_F0070,,20.5,89.36,25.11,4.348,1.22,0.28,protein of unknown function DUF1822,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0070,locus_tag: Locus tag
SYNPCC7002_F0104,,144.05,199.14,56.51,1.389,0.392,0.28,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A1696,,17.26,43.4,12.56,2.5,0.73,0.29,protein of unknown function DUF29,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1696,locus_tag: Locus tag
SYNPCC7002_A1972,,56.11,234.89,69.07,4.167,1.235,0.29,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A0413,,702.46,1337.84,417.53,1.887,0.595,0.31,hypothetical protein,Unknown function,General,Polysaccharide biosynthesis,Cytoplasm,,SYNPCC7002_A0413,locus_tag: Locus tag
SYNPCC7002_A0537,,3.78,15.32,4.71,4.0,1.25,0.31,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0537,locus_tag: Locus tag
SYNPCC7002_A0772,,15.11,56.17,17.27,3.704,1.149,0.31,membrane protein of unknown function DUF4126,Unknown function,General,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A0772,locus_tag: Locus tag
SYNPCC7002_A0983,,6036.77,30180.58,9206.09,5.0,1.515,0.31,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0983,locus_tag: Locus tag
SYNPCC7002_A1223,,9.71,5.11,1.57,0.526,0.162,0.31,protein of unknown function DUF985,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1223,locus_tag: Locus tag
SYNPCC7002_A2683,,8.63,51.06,15.7,5.882,1.818,0.31,protein of unknown function DUF1822,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2683,locus_tag: Locus tag
SYNPCC7002_A2768,,9.71,51.06,15.7,5.263,1.613,0.31,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2776,,2.16,10.21,3.14,4.762,1.449,0.31,hypothetical protein,Unknown function,General,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2776,locus_tag: Locus tag
SYNPCC7002_A2850,,3.24,5.11,1.57,1.587,0.485,0.31,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2850,locus_tag: Locus tag
SYNPCC7002_A2872,,9.17,10.21,3.14,1.111,0.342,0.31,von Willebrand factor type A domain-containing protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2872,locus_tag: Locus tag
SYNPCC7002_F0034,,19.42,25.53,7.85,1.316,0.405,0.31,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0034,locus_tag: Locus tag
SYNPCC7002_F0095,,10.79,15.32,4.71,1.429,0.437,0.31,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0095,locus_tag: Locus tag
SYNPCC7002_G0038,,77.69,137.87,42.38,1.786,0.546,0.31,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_G0126,,2.7,5.11,1.57,1.887,0.581,0.31,conserved hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_G0126,locus_tag: Locus tag
SYNPCC7002_A0039,,9.71,120.0,39.24,12.5,4.0,0.33,phenazine biosynthetic protein PhzF homolog,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0039,locus_tag: Locus tag
SYNPCC7002_A1518,,37.77,66.38,21.98,1.754,0.581,0.33,protein of unknown function DUF218,Unknown function,General,Polysaccharide biosynthesis,Cytoplasm,,SYNPCC7002_A1518,locus_tag: Locus tag
SYNPCC7002_A2713,,174.27,219.57,72.2,1.266,0.415,0.33,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2713,locus_tag: Locus tag
SYNPCC7002_A0766,,28.59,51.06,17.27,1.786,0.602,0.34,group 2 family glycosyl transferase,Unknown function,Enzymes of unknown specificity,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A0766,locus_tag: Locus tag
SYNPCC7002_E0027,,469.93,1108.06,375.15,2.381,0.8,0.34,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0027,locus_tag: Locus tag
SYNPCC7002_A1215,,9.71,35.74,12.56,3.704,1.299,0.35,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1215,locus_tag: Locus tag
SYNPCC7002_A1745,,3.24,17.87,6.28,5.556,1.923,0.35,DNA-processing protein TIGR00725 family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1745,locus_tag: Locus tag
SYNPCC7002_A2567,ycf33,17.8,58.72,20.41,3.333,1.149,0.35,protein of unknown function DUF751 YCF33,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2567,locus_tag: Locus tag
SYNPCC7002_A2666,,5.4,89.36,31.39,16.667,5.882,0.35,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_F0065,,776.38,1003.38,353.17,1.299,0.455,0.35,TPR repeat-containing protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0065,locus_tag: Locus tag
SYNPCC7002_A1673,,10.79,30.64,10.99,2.857,1.02,0.36,protein of unknown function UPF0081,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1673,locus_tag: Locus tag
SYNPCC7002_A2829,,116.54,117.44,42.38,1.01,0.364,0.36,putative lipoprotein,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A2829,locus_tag: Locus tag
SYNPCC7002_A0004,,5.4,25.53,9.42,4.762,1.754,0.37,conserved hypothetical with alkylhydroperoxidase AhpD family core domain,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0004,locus_tag: Locus tag
SYNPCC7002_A1678,,44.24,84.25,31.39,1.887,0.709,0.37,protein of unknown function DUF1311,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1678,locus_tag: Locus tag
SYNPCC7002_A1765,,2.16,12.77,4.71,5.882,2.174,0.37,protein of unknown function DUF3285,Unknown function,General,,Inner Membrane (1 transmembrane span),,,unresolved
SYNPCC7002_A2027,,521.72,1401.67,517.99,2.703,0.99,0.37,hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2027,locus_tag: Locus tag
SYNPCC7002_A2168,,8.63,12.77,4.71,1.471,0.546,0.37,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2168,locus_tag: Locus tag
