 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_3216,hmuD,8.4,6.8,0.0,0.81,0.01,0.02,ABC-type hemin uptake system ATPase component HmuD,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,,,,unresolved
SputW3181_3217,,22.3,24.3,59.3,1.09,2.65,2.44,protein of unknown function DUF2956,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3219,,25.1,63.5,0.0,2.53,0.0,0.0,protein of unknown function DUF1568,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3223,,3.7,2.7,14.4,0.73,3.87,5.34,10 TMS drug/metabolite efflux pump (DME) family,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_3224,,8.4,8.1,0.0,0.97,0.01,0.02,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3226,,69.8,68.9,144.1,0.99,2.07,2.09,chemotaxis signal transduction system methyl-accepting chemotaxis protein with Cache_1 sensory domain,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3230,apbE,69.8,68.9,32.8,0.99,0.47,0.48,Mg-dependent flavin transferase ApbE,Protein fate,Protein modification and repair,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3237,,10.2,35.1,9.6,3.43,0.94,0.27,TonB-dependent receptor,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_3241,,5.6,5.4,0.0,0.97,0.02,0.02,2OG-Fe(II) oxygenase family protein,Unknown function,Enzymes of unknown specificity,Stress response - DNA damage,Cytoplasm,,,,unresolved
SputW3181_3245,,20.5,16.2,0.0,0.79,0.01,0.01,bifunctional transcriptional regulator GntR family / aminotransferase,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3248,,6.5,8.1,0.0,1.24,0.02,0.02,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3251,,14.9,37.8,14.4,2.54,0.97,0.38,chemotaxis signal transduction system methyl accepting sensory transducer,Signal transduction,Taxis,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3255,,26.1,29.7,0.0,1.14,0.0,0.0,conserved hypothetical protein of unknown function DUF1801,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3260,,9.3,17.6,7.2,1.89,0.77,0.41,putative inner membrane lipoprotein,Unknown function,General,,Inner Membrane Lipoprotein,,,,unresolved
SputW3181_3263,,9.3,13.5,1.6,1.45,0.17,0.12,rhomboid protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_3269,,8.4,6.8,18.4,0.81,2.2,2.73,dienelactone hydrolase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3270,,13.0,13.5,0.0,1.04,0.01,0.01,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3271,,14.9,14.9,7.2,1.0,0.48,0.49,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3274,,9.3,9.5,4.0,1.02,0.43,0.42,spermine/spermidine synthase family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3276,ahpC,5.6,2.7,5.6,0.48,1.0,2.07,alkyl hydroperoxide reductase peroxiredoxin component AhpC,Cellular processes,Detoxification,Redox regulation,Cytoplasm,,,,unresolved
SputW3181_3278,,122.8,174.2,0.0,1.42,0.0,0.0,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3279,,27.9,31.1,0.0,1.11,0.0,0.0,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3285,yfiC,4.7,4.1,0.0,0.87,0.03,0.03,tRNA (adenine-N(6)-)-methyltransferase YfiC,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_3293,,5.6,10.8,32.0,1.94,5.74,2.96,transmembrane transcriptional regulator,Regulatory functions,DNA interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3296,nhaD,18.6,17.6,0.0,0.94,0.01,0.01,sodium:proton antiporter NhaD,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (14 transmembrane spans),,,,unresolved
SputW3181_3300,e4pd,20.5,21.6,50.4,1.06,2.46,2.33,D-erythrose-4-phosphate dehydrogenase E4pd,"Biosynthesis of cofactors, prosthetic groups, and carriers",Pyridoxine,Pyridoxin (B6) Biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_3302,metK,472.7,224.2,110.5,0.47,0.23,0.49,S-adenosylmethionine synthetase MetK,Central intermediary metabolism,General,Methionine degradation and salvage,Cytoplasm,MetJ,,,unresolved
SputW3181_3307,,61.4,181.0,23.2,2.95,0.38,0.13,protein of unknown function DUF1568,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3308,,21.4,25.7,0.0,1.2,0.01,0.0,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3310,,8.4,5.4,0.0,0.65,0.01,0.02,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3313,,80.0,90.5,30.4,1.13,0.38,0.34,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3316,yjjX,21.4,13.5,30.4,0.63,1.42,2.25,inosine/xanthosine triphosphatase YjjX,"Purines, pyrimidines, nucleosides, and nucleotides",General,Housecleaning nucleoside triphosphate pyrophosphatase,Cytoplasm,,,,unresolved
SputW3181_3317,,14.0,10.8,3.2,0.77,0.23,0.3,bifunctional MarR family transcriptional regulator/acteyltransferase GNAT family,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3318,,34.4,50.0,12.8,1.45,0.37,0.26,AAA ATPase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3322,nqrC,19.5,28.4,8.0,1.45,0.41,0.28,Na-translocating NADH-quinone reductase subunit C NqrC,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3327,,6.5,6.8,14.4,1.04,2.21,2.13,conserved hypothetical protein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3331,,27.0,14.9,44.0,0.55,1.63,2.96,putative periplasmic protein of unknown function DUF3019,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3332,,29.8,20.3,0.0,0.68,0.0,0.01,MltA-interacting MipA family protein,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Peptidoglycan biosynthesis,Outer Membrane,,,,unresolved
SputW3181_3333,sufS,8.4,13.5,4.8,1.61,0.57,0.36,cysteine desulfurase SufS,"Biosynthesis of cofactors, prosthetic groups, and carriers",Iron sulfur clusters,Iron sulfur cluster biosynthesis and repair,Cytoplasm,,,,unresolved
SputW3181_3336,,9.3,9.5,0.0,1.02,0.01,0.01,cupin 2 conserved barrel domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3339,rluA,0.9,2.7,14.4,2.9,15.49,5.34,23S rRNA pseudouridine746 synthase RluA,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,,,unresolved
SputW3181_3340,asnC,10.2,16.2,48.0,1.58,4.69,2.96,asparagine-responsive transcriptional regulator AsnC,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3342,,17.7,10.8,4.0,0.61,0.23,0.37,ABC-type DrugE1 family export system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (7 transmembrane spans),,,,unresolved
SputW3181_3351,,50.2,36.5,84.9,0.73,1.69,2.33,family 16 outer membrane lipoprotein of unknown function,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3356,,27.9,16.2,37.6,0.58,1.35,2.32,VanZ family protein,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_3357,panE,20.5,17.6,42.4,0.86,2.07,2.42,2-dehydropantoate 2-reductase PanE,"Biosynthesis of cofactors, prosthetic groups, and carriers",Pantothenate and coenzyme A,Coenzyme A biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3359,,14.0,28.4,10.4,2.03,0.75,0.37,diguanylate phosphodiesterase,Regulatory functions,Small molecule interactions,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3361,ifcR,5.6,8.1,0.0,1.45,0.02,0.02,Fe(III)-induced transcriptional regulator IfcR,Regulatory functions,DNA interactions,Fe respiration,Cytoplasm,,,,unresolved
SputW3181_3368,,70.7,45.9,182.6,0.65,2.58,3.98,SirB family protein,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_3371,,93.0,93.2,10.4,1.0,0.11,0.11,polymorphic toxin IMM16 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3383,rsuA,28.8,37.8,79.3,1.31,2.75,2.1,16S rRNA pseudouridine516 synthase RsuA,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,,,unresolved
SputW3181_3384,pepO,33.5,40.5,88.9,1.21,2.65,2.19,outer membrane M13 family zinc endopeptidase PepO,Protein fate,"Degradation of proteins, peptides, and glycopeptides",Amino acid utilization,Extracellular Lipoprotein,TyrR,,,unresolved
SputW3181_3385,relV,58.6,8.1,4.0,0.14,0.07,0.49,(p)ppGpp synthetase RelV,Regulatory functions,Small molecule interactions,Stringent response,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3386,,14.9,13.5,41.6,0.91,2.8,3.08,KNR4-like cell wall assembly/cell proliferation coordinating protein,Cell envelope,General,Cell envelope stability,Cytoplasm,,,,unresolved
SputW3181_3388,,8.4,12.2,0.0,1.45,0.01,0.01,membrane-anchored protein of unknown function DUF304,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3389,,7.4,10.8,0.0,1.45,0.02,0.01,putative Mn2+/Fe2+ transporter NRAMP family,Transport and binding proteins,Cations and iron carrying compounds,Metal homeostasis,Inner Membrane (11 transmembrane spans),,,,unresolved
SputW3181_3392,,57.7,63.5,23.2,1.1,0.4,0.37,protein of unknown function DUF3069,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3396,,14.0,25.7,8.0,1.84,0.57,0.31,two component signal transduction system histidine kinase,Signal transduction,Two component systems,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3403,,47.5,44.6,11.2,0.94,0.24,0.25,enzyme of unknown function UPF0227,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3413,,91.2,148.6,47.2,1.63,0.52,0.32,putative periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3420,rpsR,442.0,595.7,1530.1,1.35,3.46,2.57,30S ribosomal protein S18 RpsR,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_3421,priB,672.7,918.5,1837.6,1.37,2.73,2.0,primosomal replication protein N PriB,DNA metabolism,"DNA replication, recombination, and repair",DNA replication,Cytoplasm,,,,unresolved
SputW3181_3423,,10.2,10.8,32.0,1.06,3.13,2.96,outer membrane protein of unknown function DUF481,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_3429,yjeT,13.0,14.9,0.0,1.14,0.01,0.01,inner membrane protein of unknown function DUF2065 YjeT,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3431,rplM,541.5,1046.8,2579.1,1.93,4.76,2.46,50S ribosomal protein L13 RplM,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_3435,,11.2,16.2,0.0,1.45,0.01,0.01,Radical SAM domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3436,,5.6,10.8,0.0,1.94,0.02,0.01,SAM-depdendent sulfatase maturase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3437,,10.2,18.9,0.0,1.85,0.01,0.01,SAM-dependent sulfatase maturase-associated protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3438,,7.4,9.5,0.0,1.27,0.02,0.01,alpha/beta hydrolase family of unknown function DUF1234,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3439,,18.6,82.4,39.2,4.43,2.11,0.48,protein of unknown function DUF2292,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3440,sbp,16.7,33.8,9.6,2.02,0.57,0.28,ABC-type sulfate/thiosulfate uptake system substrate-binding subunit Sbp,Transport and binding proteins,Anions,,Periplasm,,,,unresolved
SputW3181_3441,cysT,73.5,62.1,16.0,0.85,0.22,0.26,ABC-type sulfate/thiosulfate uptake system permease component 1 CysT,Transport and binding proteins,Anions,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3442,cysW,10.2,18.9,0.0,1.85,0.01,0.01,ABC-type sulfate/thiosulfate uptake system permease component 2 CysW,Transport and binding proteins,Anions,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3444,megL,6.5,5.4,2.4,0.83,0.37,0.44,methionine gamma-lyase MegL,Central intermediary metabolism,Amino acids and amines,Methionine degradation,Cytoplasm,MetJ,,,unresolved
SputW3181_3452,mlaF,86.5,60.8,129.7,0.7,1.5,2.13,ABC-type phospholipid uptake (salvage) system ATPase component MlaF,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Phospholipid salvage,Cytoplasm,,,,unresolved
SputW3181_3456,lptA,41.9,33.8,74.5,0.81,1.78,2.21,ABC-type lipopolysaccharide export system chaperone component LptA,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",KDO2-Lipid A biosynthesis,Periplasm,,,,unresolved
SputW3181_3461,yhbJ,565.7,416.0,201.0,0.74,0.36,0.48,GlmZ inactivator YhbJ,Regulatory functions,Protein interactions,Amino sugar biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3466,,5.6,50.0,0.0,8.95,0.02,0.0,transposase domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3467,,58.6,45.9,112.1,0.78,1.91,2.44,Ser/Thr protein kinase,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_3468,,2.8,2.7,5.6,0.97,2.01,2.07,lipoprotein of unknown function DUF2799,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3471,bfe,7.4,6.8,34.4,0.91,4.63,5.1,flavin adenine dinucleotide (FAD) exporter Bfe,Transport and binding proteins,Cofactors and prosthetic groups,Riboflavin,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3472,,27.0,23.0,89.7,0.85,3.32,3.91,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3473,vexJ,1.9,2.7,5.6,1.45,3.01,2.07,detergent efflux pump MFP component VexJ,Transport and binding proteins,Unknown substrate,,Inner Membrane Lipoprotein,,,,unresolved
SputW3181_3475,,18.6,17.6,36.0,0.94,1.94,2.05,putative periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3476,,7.4,4.1,0.0,0.54,0.02,0.03,putative amino acid efflux permease RhtB family,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3479,,10.2,10.8,0.0,1.06,0.01,0.01,hypothetical inner membrane protein,Unknown function,General,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3486,nrfA,57.7,136.4,68.1,2.36,1.18,0.5,ammonia-forming nitrite reductase NrfA,Energy metabolism,Electron transport,Nitrate and nitrite respiration,Periplasm,NarP,,,unresolved
SputW3181_3487,narQ,9.3,23.0,11.2,2.47,1.2,0.49,nitrate/nitrite-responsive two component signal transduction system histidine kinase NarQ,Signal transduction,Two-component systems,Nitrate and nitrite respiration,Inner Membrane (2 transmembrane spans),NarP,,,unresolved
SputW3181_3489,,88.4,108.1,15.2,1.22,0.17,0.14,protein of unknown function UPF0231,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3490,,43.7,56.7,20.0,1.3,0.46,0.35,metal ion transporter MIT family,Transport and binding proteins,Cations and iron carrying compounds,Metal homeostasis,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3499,,97.7,293.1,110.5,3.0,1.13,0.38,CMP/dCMP deaminase zinc-binding,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3500,,18.6,18.9,0.0,1.02,0.01,0.01,Bon domain lipoprotein,Unknown function,General,,Extracellular Lipoprotein,,,,unresolved
SputW3181_3504,,18.6,12.2,31.2,0.65,1.68,2.57,protein of unknown function DUF2220,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3506,,25.1,20.3,47.2,0.81,1.88,2.33,conserved hypothetical protein,Unknown function,General,CBSS-211586.1.peg.3636,Cytoplasm,,,,unresolved
SputW3181_3509,ttrS,3.7,4.1,1.6,1.09,0.43,0.4,two component signal transduction system controlling the tetrathionate reductase regulon histidine kinase TtrS,Signal transduction,Two-component systems,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3515,,85.6,89.1,14.4,1.04,0.17,0.16,conserved transmembrane protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3516,,24.2,23.0,8.0,0.95,0.33,0.35,membrane protein of unknown function DUF2391,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_3517,ppiC,21.4,23.0,0.0,1.07,0.01,0.01,peptidyl-prolyl cis-trans isomerase PpiC,Protein fate,Protein folding and stabilization,Cell division,Cytoplasm,,,,unresolved
SputW3181_3544,,14.9,18.9,7.2,1.27,0.48,0.38,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3545,,16.7,17.6,3.2,1.05,0.19,0.18,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3548,,2.8,4.1,12.8,1.45,4.59,3.16,putative DUF2955 domain transport system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_3550,slyA,6.5,8.1,33.6,1.24,5.16,4.15,transcriptional regulator SlyA,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3553,metL,388.9,44.6,11.2,0.11,0.03,0.25,bifunctional aspartokinase II/homoserine dehydrogenase methionine-sensitive MetL,Amino acid biosynthesis,Aspartate family,Methionine biosynthesis,Cytoplasm,MetJ,,,unresolved
SputW3181_3556,,4.7,2.7,8.8,0.58,1.89,3.26,4-toluene sulfonate uptake permease family protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (7 transmembrane spans),,,,unresolved
SputW3181_3557,phsC,19.5,20.3,7.2,1.04,0.37,0.36,sulfur reductase membrane anchoring component PhsC,Energy metabolism,Electron transport,Thiosulfate respiration,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_3558,phsB,3.7,5.4,0.0,1.45,0.03,0.02,sulfur reductase FeS subunit PhsB,Energy metabolism,Electron transport,Thiosulfate respiration,Periplasm,,,,unresolved
SputW3181_3562,,3.7,2.7,16.0,0.73,4.3,5.93,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3568,,1033.7,1834.3,279.4,1.77,0.27,0.15,outer membrane protein with OmpA domain,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_3570,,1.9,2.7,12.8,1.45,6.88,4.74,SAM-dependent methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3572,yggE,89.3,105.4,19.2,1.18,0.22,0.18,periplasmic protein associated with oxidative stress YggE,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3573,rimO,16.7,25.7,60.1,1.53,3.59,2.34,ribosomal protein S12 methylthiotransferase RimO,Protein synthesis,Ribosomal proteins: synthesis and modification,,Cytoplasm,,,,unresolved
SputW3181_3577,,25.1,86.4,1.6,3.44,0.06,0.02,TonB-dependent receptor,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_3581,,2.8,4.1,14.4,1.45,5.16,3.56,MgtC family putative Mg2+ transporter,Transport and binding proteins,Cations and iron carrying compounds,Magnesium homeostasis,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_3585,puuP,9.3,10.8,23.2,1.16,2.5,2.15,putrescine uptake protein PuuP,Transport and binding proteins,"Amino acids, peptides and amines",Putrescine degradation,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3590,,27.9,37.8,14.4,1.35,0.52,0.38,ABC-type efflux system secretin component,Transport and binding proteins,Porins and secretins,T1SS,Outer Membrane,,,,unresolved
SputW3181_3602,mshD,9.3,13.5,0.0,1.45,0.01,0.01,MshA minor pilin protein MshD,Transport and binding proteins,Secretion systems,Msh-type pilus,Periplasm,,,,unresolved
SputW3181_3603,mshC,10.2,10.8,0.0,1.06,0.01,0.01,MSHA minor pilin protein MshC,Transport and binding proteins,Secretion systems,Msh-type pilus,Periplasm,,,,unresolved
SputW3181_3607,mshF,29.8,29.7,6.4,1.0,0.22,0.22,MshA biogenesis protein MshF,Transport and binding proteins,Secretion systems,Msh-type pilus,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3608,mshG,36.3,44.6,8.0,1.23,0.22,0.18,MSHA biogenesis protein MshG,Transport and binding proteins,Secretion systems,Msh-type pilus,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_3609,mshE,29.8,32.4,13.6,1.09,0.46,0.42,MSHA pilus assembly ATPase MshE,Transport and binding proteins,Secretion systems,Msh-type pilus,Cytoplasm,,,,unresolved
SputW3181_3611,mshM,28.8,33.8,10.4,1.17,0.36,0.31,MSHA biogenesis protein MshM,Transport and binding proteins,Secretion systems,Msh-type pilus,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3615,mshI2,15.8,25.7,5.6,1.62,0.35,0.22,MSHA biogenesis protein MshI2,Transport and binding proteins,Secretion systems,Msh-type pilus,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3616,mshI1,17.7,29.7,7.2,1.68,0.41,0.24,MSHA biogenesis protein MshI1,Transport and binding proteins,Secretion systems,Msh-type pilus,Cytoplasm,,,,unresolved
SputW3181_3618,maeB,28.8,25.7,118.5,0.89,4.11,4.62,NADP-dependent malate dehydrogenase (oxaloacetate-decarboxylating) MaeB,Energy metabolism,TCA cycle,Pyruvate metabolism - anaplerotic reactions,Cytoplasm,,,,unresolved
SputW3181_3619,rpmE,576.9,979.3,2822.5,1.7,4.89,2.88,50S ribosomal protein L31 RpmE,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_3620,,4.7,9.5,0.0,2.03,0.03,0.01,protein with C-terminal FimV core domain,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3628,,9.3,13.5,4.0,1.45,0.43,0.3,nucleoside-specifc outer membrane porin Tsx family,Transport and binding proteins,Porins and secretins,Nucleosides,Outer Membrane,,,,unresolved
SputW3181_3630,,65.1,144.5,32.0,2.22,0.49,0.22,protein of unknown function DUF465,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3631,speC,14.9,28.4,64.1,1.91,4.3,2.26,ornithine decarboxylase SpeC,Central intermediary metabolism,Amino acids and amines,Arginine and ornithine degradation,Cytoplasm,,,,unresolved
SputW3181_3632,,57.7,40.5,13.6,0.7,0.24,0.34,putative periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3633,,22.3,31.1,12.0,1.39,0.54,0.39,small conductance mechanosensitive ion channel protein MscS family,Transport and binding proteins,Unknown substrate,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_3635,,4.7,8.1,0.0,1.74,0.03,0.02,periplasmic substrate binding protein family 3,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_3636,,55.8,86.4,17.6,1.55,0.32,0.2,sulphate transporter,Transport and binding proteins,Anions,Sulfur metabolism,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_3640,,5.6,2.7,12.0,0.48,2.15,4.45,bifunctional deaminase-reductase domain protein,"Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD",Cofactor folate (B9) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_3641,,10.2,5.4,23.2,0.53,2.27,4.3,PilD processed protein,Transport and binding proteins,Secretion systems,Type IV pilus,Periplasm,,,,unresolved
SputW3181_3642,hslV,35.4,31.1,4.8,0.88,0.14,0.15,HlsVU protease peptidase component HslV,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,,,unresolved
SputW3181_3643,hslU,37.2,43.2,9.6,1.16,0.26,0.22,HlsVU protease ATPase component HslU,Protein fate,Protein folding and stabilization,,Cytoplasm,,,,unresolved
SputW3181_3645,,14.0,18.9,5.6,1.35,0.4,0.3,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3647,,95.8,25.7,4.8,0.27,0.05,0.19,cell-cell signaling protein C-factor,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3648,,14.9,14.9,7.2,1.0,0.48,0.49,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3649,prrA,14.9,17.6,0.0,1.18,0.01,0.01,oxygen-responsive two component signal transduction system controlling redox affected systems response regulator PrrA,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_3650,prrB,12.1,13.5,4.8,1.12,0.4,0.36,oxygen-responsive two component signal transduction system controlling redox affected systems histidine kinase PrrB,Signal transduction,Two-component systems,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3652,,78.2,248.5,59.3,3.18,0.76,0.24,ATP-dependent protease La (LON) domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3653,,50.2,83.7,26.4,1.67,0.53,0.32,TonB-dependent siderophore receptor,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,,,,unresolved
SputW3181_3654,,26.1,20.3,81.7,0.78,3.13,4.03,protein of unknown function DUF386,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3656,,9.3,6.8,0.0,0.73,0.01,0.02,membrane protein of unknown function DedA family,Transport and binding proteins,Unknown substrate,,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_3658,,15.8,12.2,26.4,0.77,1.67,2.17,esterase/lipase/thioesterase family protein,Unknown function,Enzymes of unknown specificity,,Periplasm,,,,unresolved
SputW3181_3660,,2.8,1.4,6.4,0.48,2.29,4.74,PAP2 family protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
