locus_tag,number,log2_fold_change,standard_deviation,standard_error,p_value,category,definition,time_point,resolved_locus_tag,resolution_method
PMM1276,2,-2.34,1.25,0.88,0.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1276,locus_tag:locus_tag
PMM1277,2,-0.32,1.22,0.87,0.56,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1277,locus_tag:locus_tag
PMM1283,2,0.93,0.07,0.05,0.98,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1283,locus_tag:locus_tag
PMM1284,2,1.42,1.28,0.9,0.48,Adaptations and atypical conditions,PhoH-like phosphate starvation-inducible protein,12h,PMM1284,locus_tag:locus_tag
PMM1285,2,-2.85,0.24,0.17,0.0,Ribosomal proteins,30S Ribosomal protein S16,12h,PMM1285,locus_tag:locus_tag
PMM1286,2,0.01,0.91,0.64,0.77,Protein and peptide secretion,signal recognition particle protein (SRP54),12h,PMM1286,locus_tag:locus_tag
PMM1287,2,-0.33,0.38,0.27,0.64,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1287,locus_tag:locus_tag
PMM1288,2,-1.0,0.56,0.4,0.37,Other,Pyruvate dehydrogenase E1 alpha subunit,12h,PMM1288,locus_tag:locus_tag
PMM1289,2,0.53,0.01,0.01,0.76,Transport and binding proteins,"Type II alternative RNA polymerase sigma factor, sigma-70 family",12h,PMM1289,locus_tag:locus_tag
PMM1293,2,0.8,0.21,0.15,1.0,Other,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),12h,PMM1293,locus_tag:locus_tag
PMM1294,2,0.13,0.47,0.33,0.74,Hydrogenase,putative nickel-containing superoxide dismutase precursor (NISOD),12h,PMM1294,locus_tag:locus_tag
PMM1296,2,0.42,0.1,0.07,0.85,Other,marine cyanobacterial conserved hypothetical,12h,PMM1296,locus_tag:locus_tag
PMM1298,2,-3.62,0.1,0.07,0.0,Regulatory functions,putative dihydrolipoamide dehydrogenase,12h,PMM1298,locus_tag:locus_tag
PMM1299,2,-1.17,0.01,0.0,0.23,"RNA synthesis, modification, and DNA transcription",tRNA/rRNA methyltransferase (SpoU),12h,PMM1299,locus_tag:locus_tag
PMM1300,2,0.77,0.51,0.36,0.9,Degradation of RNA,UDP-N-glucosamine 1-carboxyvinyltransferase,12h,PMM1300,locus_tag:locus_tag
PMM1301,2,1.14,2.29,1.62,0.95,Glutamate family / Nitrogen assimilation,Aminotransferase class-III pyridoxal-phosphate:Acetylornithin...,12h,PMM1301,locus_tag:locus_tag
PMM1304,2,0.54,0.74,0.52,1.0,Other,possible cytosine deaminase,12h,PMM1304,locus_tag:locus_tag
PMM1305,2,0.46,1.15,0.81,0.81,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1305,locus_tag:locus_tag
PMM1307,2,1.04,0.03,0.02,0.91,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1307,locus_tag:locus_tag
PMM1309,2,0.57,0.45,0.32,1.0,Cell division,Cell division protein FtsZ:Tubulin/FtsZ family,12h,PMM1309,locus_tag:locus_tag
PMM1310,2,0.77,0.2,0.14,1.0,Regulatory functions,putative Ketopantoate hydroxymethyltransferase,12h,PMM1310,locus_tag:locus_tag
PMM1312,2,2.68,0.55,0.39,0.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1312,locus_tag:locus_tag
PMM1313,2,1.75,0.35,0.25,0.15,"Degradation of proteins, peptides, and glycopeptides",Clp protease proteolytic subunit,12h,PMM1313,locus_tag:locus_tag
PMM1314,2,2.91,0.83,0.59,0.0,"Degradation of proteins, peptides, and glycopeptides",Clp protease proteolytic subunit,12h,PMM1314,locus_tag:locus_tag
PMM1315,2,-0.64,0.13,0.09,0.33,Branched chain family,Ketol-acid reductoisomerase,12h,PMM1315,locus_tag:locus_tag
PMM1317,2,-0.1,1.32,0.93,0.71,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1317,locus_tag:locus_tag
PMM1318,2,-1.04,2.8,1.98,0.17,Conserved hypothetical protein,conserved hypothetical,12h,PMM1318,locus_tag:locus_tag
PMM1319,2,0.71,0.43,0.3,0.6,Drug and analog sensitivity,possible Beta-lactamase,12h,PMM1319,locus_tag:locus_tag
PMM1321,2,2.11,0.66,0.46,1.0,Nucleoproteins,Bacterial histone-like DNA-binding protein,12h,PMM1321,locus_tag:locus_tag
PMM1322,2,0.95,0.79,0.56,0.97,Other,Putative isoamylase,12h,PMM1322,locus_tag:locus_tag
PMM1323,2,-1.1,0.51,0.36,0.26,Regulatory functions,putative GPH family sugar transporter,12h,PMM1323,locus_tag:locus_tag
PMM1324,2,1.52,0.18,0.12,0.33,Transport and binding proteins,"possible transporter, membrane component",12h,PMM1324,locus_tag:locus_tag
PMM1325,2,0.51,0.18,0.13,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1325,locus_tag:locus_tag
PMM1327,2,-0.31,0.49,0.35,0.7,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1327,locus_tag:locus_tag
PMM1330,2,-0.76,0.7,0.5,0.77,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1330,locus_tag:locus_tag
PMM1331,2,0.21,0.83,0.59,0.94,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1331,locus_tag:locus_tag
PMM1333,2,0.83,0.37,0.26,0.64,Protein modification and translation factors,Peptide methionine sulfoxide reductase,12h,PMM1333,locus_tag:locus_tag
PMM1336,2,-2.69,0.17,0.12,0.0,"Fatty acid, phospholipid and sterol metabolism",Putative (3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase,12h,PMM1336,locus_tag:locus_tag
PMM1339,2,0.04,0.05,0.03,0.71,Purine ribonucleotide biosynthesis,SAICAR synthetase,12h,PMM1339,locus_tag:locus_tag
PMM1340,2,0.47,0.28,0.2,0.94,Purine ribonucleotide biosynthesis,phosphoribosylglycinamide synthetase,12h,PMM1340,locus_tag:locus_tag
PMM1342,2,0.71,0.49,0.35,0.97,Other,possible circadian clock protein KaiC,12h,PMM1342,locus_tag:locus_tag
PMM1343,2,1.7,3.05,2.16,0.91,Other,possible circadian oscillation regulator KaiB,12h,PMM1343,locus_tag:locus_tag
PMM1344,2,-2.28,0.7,0.5,0.0,Ribosomal proteins,50S ribosomal protein L21,12h,PMM1344,locus_tag:locus_tag
PMM1345,2,-3.13,0.31,0.22,0.0,Ribosomal proteins,50S ribosomal protein L27,12h,PMM1345,locus_tag:locus_tag
PMM1346,2,-1.69,1.11,0.79,0.06,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1346,locus_tag:locus_tag
PMM1349,2,1.44,1.08,0.76,0.42,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1349,locus_tag:locus_tag
PMM1350,2,-2.65,1.09,0.77,0.0,Other,Pentapeptide repeats,12h,PMM1350,locus_tag:locus_tag
PMM1351,2,0.86,0.55,0.39,0.62,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1351,locus_tag:locus_tag
PMM1352,2,1.4,0.94,0.67,1.0,Soluble electron carriers,ferredoxin,12h,PMM1352,locus_tag:locus_tag
PMM1354,2,0.01,0.42,0.3,0.69,Regulatory functions,putative D-3-phosphoglycerate dehydrogenase (PGDH),12h,PMM1354,locus_tag:locus_tag
PMM1355,2,1.37,0.58,0.41,0.2,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1355,locus_tag:locus_tag
PMM1363,2,1.52,0.72,0.51,0.26,Conserved hypothetical protein,hypothetical,12h,PMM1363,locus_tag:locus_tag
PMM1365,2,-0.98,1.02,0.72,0.2,Regulatory functions,possible MATH domain,12h,PMM1365,locus_tag:locus_tag
PMM1368,2,1.81,1.77,1.25,0.37,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1368,locus_tag:locus_tag
PMM1369,2,-1.97,1.81,1.28,0.0,Regulatory functions,GAF domain,12h,PMM1369,locus_tag:locus_tag
PMM1372,2,-0.72,0.27,0.19,0.44,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1372,locus_tag:locus_tag
PMM1375,2,-3.67,2.45,1.73,0.0,Conserved hypothetical protein,possible M protein repeat,12h,PMM1375,locus_tag:locus_tag
PMM1376,2,0.48,0.84,0.59,0.88,Nucleoproteins,RNA-binding protein RbpD,12h,PMM1376,locus_tag:locus_tag
PMM1377,2,-0.13,0.06,0.04,0.76,Other,"possible dihydroflavonol-4-reductase (maize, petunia, tomato)...",12h,PMM1377,locus_tag:locus_tag
PMM1382,2,0.8,1.95,1.38,1.0,"Fatty acid, phospholipid and sterol metabolism","fatty acid desaturase, type 2",12h,PMM1382,locus_tag:locus_tag
PMM1383,2,2.42,3.23,2.29,0.01,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1383,locus_tag:locus_tag
PMM1384,2,3.47,0.32,0.22,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1384,locus_tag:locus_tag
PMM1385,2,3.72,0.58,0.41,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1385,locus_tag:locus_tag
PMM1387,2,1.77,0.81,0.57,0.23,Conserved hypothetical protein,hypothetical,12h,PMM1387,locus_tag:locus_tag
PMM1388,2,1.25,0.9,0.64,0.36,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1388,locus_tag:locus_tag
PMM1390,2,4.81,1.26,0.89,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1390,locus_tag:locus_tag
PMM1391,2,2.32,1.2,0.85,0.08,Regulatory functions,"possible Helix-turn-helix protein, copG family",12h,PMM1391,locus_tag:locus_tag
PMM1392,2,2.7,2.08,1.47,0.01,Branched chain family,possible Heat-labile enterotoxin alpha chain,12h,PMM1392,locus_tag:locus_tag
PMM1394,2,0.49,1.05,0.74,0.7,Conserved hypothetical protein,hypothetical,12h,PMM1394,locus_tag:locus_tag
PMM1395,2,2.55,0.26,0.19,0.0,Conserved hypothetical protein,hypothetical,12h,PMM1395,locus_tag:locus_tag
PMM1396,2,4.17,0.2,0.14,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1396,locus_tag:locus_tag
PMM1397,2,3.91,0.37,0.26,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1397,locus_tag:locus_tag
PMM1398,2,3.64,1.29,0.91,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1398,locus_tag:locus_tag
PMM1399,2,3.36,0.76,0.54,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1399,locus_tag:locus_tag
PMM1400,2,-1.38,0.14,0.1,1.0,Other,possible Hemagglutinin-neuraminidase,12h,PMM1400,locus_tag:locus_tag
PMM1401,2,-1.07,0.45,0.32,0.32,Conserved hypothetical protein,conserved hypothetical,12h,PMM1401,locus_tag:locus_tag
PMM1402,2,-1.7,2.2,1.55,0.0,Conserved hypothetical protein,unnamed protein product,12h,PMM1402,locus_tag:locus_tag
PMM1404,2,4.57,0.2,0.14,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1404,locus_tag:locus_tag
PMM1405,2,0.07,0.78,0.55,0.81,Conserved hypothetical protein,hypothetical,12h,PMM1405,locus_tag:locus_tag
PMM1407,2,1.53,0.48,0.34,0.17,Other,possible SRP19 protein,12h,PMM1407,locus_tag:locus_tag
PMM1408,2,0.21,0.72,0.51,0.78,Conserved hypothetical protein,hypothetical,12h,PMM1408,locus_tag:locus_tag
PMM1409,2,2.23,0.98,0.69,0.05,Other,possible Rubredoxin,12h,PMM1409,locus_tag:locus_tag
PMM1412,2,2.02,0.41,0.29,0.06,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1412,locus_tag:locus_tag
PMM1413,2,3.52,1.24,0.88,0.0,Conserved hypothetical protein,conserved hypothetical,12h,PMM1413,locus_tag:locus_tag
PMM1416,2,0.86,0.19,0.13,0.97,Conserved hypothetical protein,conserved hypothetical,12h,PMM1416,locus_tag:locus_tag
PMM1419,2,-0.15,1.32,0.93,0.74,Transport and binding proteins,possible ATP synthase B/B' CF(0),12h,PMM1419,locus_tag:locus_tag
PMM1422,2,0.89,0.01,0.01,0.64,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1422,locus_tag:locus_tag
PMM1423,2,1.33,0.92,0.65,0.3,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1423,locus_tag:locus_tag
PMM1424,2,0.0,0.11,0.08,0.76,Other,possible Uncharacterized protein family UPF003,12h,PMM1424,locus_tag:locus_tag
PMM1427,2,2.46,0.57,0.4,0.0,Conserved hypothetical protein,conserved hypothetical,12h,PMM1427,locus_tag:locus_tag
PMM1428,2,-0.36,0.39,0.28,0.64,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1428,locus_tag:locus_tag
PMM1429,2,1.39,1.06,0.75,0.27,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1429,locus_tag:locus_tag
PMM1430,2,0.51,0.3,0.21,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1430,locus_tag:locus_tag
PMM1431,2,-0.07,0.35,0.25,0.7,"RNA synthesis, modification, and DNA transcription",putative DNA-directed RNA polymerase (omega chain),12h,PMM1431,locus_tag:locus_tag
PMM1434,2,1.43,0.67,0.47,0.46,Glycolysis,"Phosphoglycerate mutase, co-factor-independent (iPGM)",12h,PMM1434,locus_tag:locus_tag
PMM1435,2,1.74,1.25,0.89,0.13,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1435,locus_tag:locus_tag
PMM1436,2,-2.12,0.68,0.48,0.12,Chaperones,GroEL protein (Chaperonin cpn60),12h,PMM1436,locus_tag:locus_tag
PMM1437,2,-2.63,0.66,0.47,0.0,Chaperones,GroES protein (Chaperonin cpn10),12h,PMM1437,locus_tag:locus_tag
PMM1438,2,-3.05,0.31,0.22,0.0,ATP synthase,"ATP synthase beta subunit, central region:ATP synth...",12h,PMM1438,locus_tag:locus_tag
PMM1440,2,-1.6,0.17,0.12,0.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1440,locus_tag:locus_tag
PMM1442,2,1.57,1.19,0.84,0.16,Regulatory functions,putative aminopeptidase P,12h,PMM1442,locus_tag:locus_tag
PMM1443,2,0.35,0.6,0.42,1.0,Conserved hypothetical protein,Domain of unknown function DUF21,12h,PMM1443,locus_tag:locus_tag
PMM1449,2,1.36,1.41,1.0,0.27,Soluble electron carriers,ferredoxin,12h,PMM1449,locus_tag:locus_tag
PMM1451,2,-3.0,1.24,0.88,0.0,ATP synthase,"ATP synthase alpha subunit, central region:ATP synth...",12h,PMM1451,locus_tag:locus_tag
PMM1452,2,-5.53,0.51,0.36,0.0,ATP synthase,"ATP synthase, delta (OSCP) subunit",12h,PMM1452,locus_tag:locus_tag
PMM1453,2,-5.25,0.32,0.22,0.0,ATP synthase,ATP synthase B/B' CF(0),12h,PMM1453,locus_tag:locus_tag
PMM1454,2,-4.69,0.02,0.01,0.0,ATP synthase,ATP synthase B/B' CF(0),12h,PMM1454,locus_tag:locus_tag
PMM1455,2,-4.17,0.13,0.09,0.0,"Membranes, lipoproteins and porins",Eubacterial and plasma membrane ATP synthase subunit C:ATP sy...,12h,PMM1455,locus_tag:locus_tag
PMM1456,2,-1.49,1.43,1.01,0.04,ATP synthase,ATP synthase A subunit,12h,PMM1456,locus_tag:locus_tag
PMM1457,2,-3.2,0.77,0.54,0.0,Conserved hypothetical protein,possible ATP synthase subunit 1,12h,PMM1457,locus_tag:locus_tag
PMM1459,2,0.29,1.08,0.76,0.77,Regulatory functions,putative c-type cytochrome biogenesis protein CcdA,12h,PMM1459,locus_tag:locus_tag
PMM1462,2,0.01,0.77,0.54,0.71,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1462,locus_tag:locus_tag
PMM1463,2,0.69,0.63,0.44,0.96,Other,Nitrogen regulatory protein P-II,12h,PMM1463,locus_tag:locus_tag
PMM1477,2,2.22,1.3,0.92,0.01,Conserved hypothetical protein,conserved hypothetical,12h,PMM1477,locus_tag:locus_tag
PMM1478,2,0.56,0.75,0.53,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1478,locus_tag:locus_tag
PMM1479,2,0.26,0.01,0.01,0.85,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1479,locus_tag:locus_tag
PMM1480,2,0.86,0.1,0.07,0.55,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1480,locus_tag:locus_tag
PMM1482,2,-0.22,2.22,1.57,0.88,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1482,locus_tag:locus_tag
PMM1483,2,-0.86,0.16,0.11,0.25,"RNA synthesis, modification, and DNA transcription",RNA polymerase beta prime subunit,12h,PMM1483,locus_tag:locus_tag
PMM1484,2,0.21,0.23,0.16,0.76,"RNA synthesis, modification, and DNA transcription",RNA polymerase gamma subunit,12h,PMM1484,locus_tag:locus_tag
PMM1485,2,-0.06,0.16,0.12,0.64,"RNA synthesis, modification, and DNA transcription",RNA polymerase beta subunit,12h,PMM1485,locus_tag:locus_tag
PMM1487,2,-0.34,2.2,1.56,0.68,Ribosomal proteins,30s Ribosomal protein S20,12h,PMM1487,locus_tag:locus_tag
PMM1489,2,0.23,0.75,0.53,1.0,Other,Ribose 5-phosphate isomerase,12h,PMM1489,locus_tag:locus_tag
PMM1490,2,2.1,0.14,0.1,0.01,"Degradation of proteins, peptides, and glycopeptides Serine proteases, trypsin family:Chymotrypsin serine protease...",,12h,PMM1490,locus_tag:locus_tag
PMM1492,2,-0.5,0.49,0.35,0.45,"RNA synthesis, modification, and DNA transcription",N utilization substance protein A,12h,PMM1492,locus_tag:locus_tag
PMM1494,2,0.26,0.27,0.19,1.0,Protein modification and translation factors,Translation initiation factor IF-2,12h,PMM1494,locus_tag:locus_tag
PMM1498,2,1.0,0.49,0.34,0.65,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1498,locus_tag:locus_tag
PMM1499,2,0.3,0.19,0.14,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1499,locus_tag:locus_tag
PMM1500,2,1.35,0.2,0.14,0.51,Regulatory functions,putative aminotransferase,12h,PMM1500,locus_tag:locus_tag
PMM1501,2,0.13,0.03,0.02,0.74,Other,S1 RNA binding domain:Ribonuclease E and G,12h,PMM1501,locus_tag:locus_tag
PMM1504,2,0.4,0.66,0.47,0.8,Aromatic amino acid family,Chorismate mutase-Prephenate dehydratase,12h,PMM1504,locus_tag:locus_tag
PMM1506,2,-0.62,0.09,0.07,0.53,Regulatory functions,ATP-dependent protease La (LON) domain,12h,PMM1506,locus_tag:locus_tag
PMM1507,2,-1.19,0.65,0.46,0.15,Ribosomal proteins,30S ribosomal protein S10,12h,PMM1507,locus_tag:locus_tag
PMM1508,2,0.08,0.26,0.19,0.87,Protein modification and translation factors,Elongation factor Tu,12h,PMM1508,locus_tag:locus_tag
PMM1509,2,0.55,0.37,0.26,0.93,Protein modification and translation factors,Elongation factor G,12h,PMM1509,locus_tag:locus_tag
PMM1510,2,-1.26,1.24,0.87,0.1,Ribosomal proteins,30S ribosomal protein S7,12h,PMM1510,locus_tag:locus_tag
PMM1511,2,-3.43,0.79,0.56,0.0,Ribosomal proteins,30S ribosomal protein S12,12h,PMM1511,locus_tag:locus_tag
PMM1512,2,0.81,0.08,0.05,1.0,Glutamate family / Nitrogen assimilation,"Ferredoxin-dependent glutamate synthase, Fd-GOGAT",12h,PMM1512,locus_tag:locus_tag
PMM1514,2,-0.11,0.76,0.54,0.69,Other,lipoic acid synthetase,12h,PMM1514,locus_tag:locus_tag
PMM1515,2,1.15,1.12,0.79,0.45,Other,Site-specific recombinase,12h,PMM1515,locus_tag:locus_tag
PMM1519,2,-1.31,1.09,0.77,0.01,Photosystem I,Photosystem I PsaL protein (subunit XI),12h,PMM1519,locus_tag:locus_tag
PMM1520,2,-2.01,0.87,0.62,0.0,Photosystem I,photosystem I subunit VIII (PsaI),12h,PMM1520,locus_tag:locus_tag
PMM1523,2,-0.97,0.05,0.04,0.4,Photosystem I,Photosystem I PsaB protein,12h,PMM1523,locus_tag:locus_tag
PMM1524,2,-0.14,0.13,0.09,0.86,Photosystem I,Photosystem I PsaA protein,12h,PMM1524,locus_tag:locus_tag
PMM1528,2,-0.37,0.02,0.02,0.66,"DNA replication, recombination, and repair",HNH endonuclease family protein,12h,PMM1528,locus_tag:locus_tag
PMM1530,2,-0.86,0.33,0.23,0.35,Ribosomal proteins,50S ribosomal protein L31,12h,PMM1530,locus_tag:locus_tag
PMM1531,2,-0.84,0.31,0.22,1.0,Ribosomal proteins,30S ribosomal protein S9,12h,PMM1531,locus_tag:locus_tag
PMM1532,2,-2.19,0.39,0.28,0.0,Ribosomal proteins,50S ribosomal protein L13,12h,PMM1532,locus_tag:locus_tag
PMM1534,2,-0.82,1.09,0.77,0.23,Ribosomal proteins,50S ribosomal protein L17,12h,PMM1534,locus_tag:locus_tag
PMM1535,2,-0.69,0.78,0.55,0.42,"RNA synthesis, modification, and DNA transcription","Bacterial RNA polymerase, alpha chain",12h,PMM1535,locus_tag:locus_tag
PMM1536,2,-2.8,0.13,0.09,0.0,Ribosomal proteins,30S ribosomal protein S11,12h,PMM1536,locus_tag:locus_tag
PMM1537,2,-3.72,0.88,0.62,0.0,Ribosomal proteins,30S ribosomal protein S13,12h,PMM1537,locus_tag:locus_tag
PMM1538,2,-3.41,0.89,0.63,0.0,Ribosomal proteins,50S Ribosomal protein L36,12h,PMM1538,locus_tag:locus_tag
PMM1540,2,-0.68,0.01,0.01,0.48,Protein and peptide secretion,preprotein translocase SecY subunit,12h,PMM1540,locus_tag:locus_tag
PMM1541,2,-0.55,0.97,0.69,0.41,Ribosomal proteins,50S ribosomal protein L15,12h,PMM1541,locus_tag:locus_tag
PMM1542,2,-2.39,2.28,1.61,0.14,Ribosomal proteins,30S ribosomal protein S5,12h,PMM1542,locus_tag:locus_tag
PMM1543,2,0.01,1.25,0.88,0.71,Ribosomal proteins,50S ribosomal protein L18,12h,PMM1543,locus_tag:locus_tag
PMM1544,2,-0.76,0.19,0.14,0.42,Ribosomal proteins,50S ribosomal protein L6,12h,PMM1544,locus_tag:locus_tag
PMM1545,2,-2.04,0.11,0.08,0.01,Ribosomal proteins,30S ribosomal protein S8,12h,PMM1545,locus_tag:locus_tag
PMM1546,2,-1.09,1.25,0.88,0.13,Ribosomal proteins,50S ribosomal protein L5,12h,PMM1546,locus_tag:locus_tag
PMM1548,2,0.07,0.08,0.05,0.77,Ribosomal proteins,50S Ribosomal protein L14,12h,PMM1548,locus_tag:locus_tag
PMM1549,2,-0.61,0.37,0.26,0.73,Ribosomal proteins,30S Ribosomal protein S17,12h,PMM1549,locus_tag:locus_tag
PMM1550,2,-1.7,0.06,0.04,0.13,Ribosomal proteins,50S ribosomal protein L29,12h,PMM1550,locus_tag:locus_tag
PMM1551,2,-1.06,0.13,0.09,0.22,Ribosomal proteins,50S ribosomal protein L16,12h,PMM1551,locus_tag:locus_tag
PMM1552,2,-2.26,0.4,0.28,0.0,Ribosomal proteins,30S ribosomal protein S3,12h,PMM1552,locus_tag:locus_tag
PMM1553,2,-2.23,0.17,0.12,0.0,Ribosomal proteins,50S ribosomal protein L22,12h,PMM1553,locus_tag:locus_tag
PMM1554,2,-2.06,0.57,0.41,0.0,Ribosomal proteins,30S Ribosomal protein S19,12h,PMM1554,locus_tag:locus_tag
PMM1555,2,-2.44,0.14,0.1,0.0,Ribosomal proteins,50S ribosomal protein L2,12h,PMM1555,locus_tag:locus_tag
PMM1556,2,-1.9,0.85,0.6,0.0,Ribosomal proteins,50S ribosomal protein L23,12h,PMM1556,locus_tag:locus_tag
PMM1557,2,-1.91,0.19,0.13,0.0,Ribosomal proteins,50S ribosomal protein L4,12h,PMM1557,locus_tag:locus_tag
PMM1558,2,-4.3,1.79,1.26,0.0,Ribosomal proteins,50S ribosomal protein L3,12h,PMM1558,locus_tag:locus_tag
PMM1559,2,1.45,1.24,0.88,0.06,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1559,locus_tag:locus_tag
PMM1562,2,2.54,0.23,0.16,0.02,"DNA replication, recombination, and repair",RecA bacterial DNA recombination protein,12h,PMM1562,locus_tag:locus_tag
PMM1563,2,-0.25,0.58,0.41,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1563,locus_tag:locus_tag
PMM1566,2,-0.13,0.58,0.41,0.71,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1566,locus_tag:locus_tag
PMM1568,2,0.06,0.16,0.11,0.71,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1568,locus_tag:locus_tag
PMM1570,2,-1.59,0.17,0.12,0.0,"Cobalamin, heme, phycobilin and porphyrin",ATP:corrinoid adenosyltransferase BtuR/CobO/CobP,12h,PMM1570,locus_tag:locus_tag
PMM1571,2,1.07,0.43,0.31,0.49,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1571,locus_tag:locus_tag
PMM1575,2,1.21,0.21,0.15,0.37,Pyruvate and acetyl-CoA metabolism,Phosphoenolpyruvate carboxylase,12h,PMM1575,locus_tag:locus_tag
PMM1578,2,-1.24,0.03,0.02,0.2,Photosystem I,Photosystem I protein PsaD,12h,PMM1578,locus_tag:locus_tag
PMM1581,2,-0.22,1.02,0.72,0.56,Regulatory functions,MRP protein homolog,12h,PMM1581,locus_tag:locus_tag
PMM1583,2,0.64,0.1,0.07,0.93,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1583,locus_tag:locus_tag
PMM1585,2,-0.68,0.55,0.39,0.67,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1585,locus_tag:locus_tag
PMM1588,2,1.27,0.35,0.25,0.42,Regulatory functions,possible Conserved carboxylase domain,12h,PMM1588,locus_tag:locus_tag
PMM1594,2,0.95,0.28,0.2,0.64,"Cobalamin, heme, phycobilin and porphyrin",Heme oxygenase,12h,PMM1594,locus_tag:locus_tag
PMM1596,2,-0.02,0.6,0.42,0.76,Other,Isocitrate dehydrogenase,12h,PMM1596,locus_tag:locus_tag
PMM1599,2,-0.18,0.05,0.04,0.71,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1599,locus_tag:locus_tag
PMM1600,2,0.94,0.93,0.65,1.0,Transport and binding proteins,"putative Na+/H+ antiporter, CPA2 family",12h,PMM1600,locus_tag:locus_tag
PMM1601,2,2.52,0.31,0.22,0.0,Other,phosphorylase,12h,PMM1601,locus_tag:locus_tag
PMM1602,2,1.14,0.53,0.38,0.53,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1602,locus_tag:locus_tag
PMM1603,2,3.07,0.59,0.42,0.0,Regulatory functions,putative ribonuclease III,12h,PMM1603,locus_tag:locus_tag
PMM1604,2,-1.88,0.17,0.12,0.02,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1604,locus_tag:locus_tag
PMM1605,2,2.29,1.75,1.23,0.03,Protein modification and translation factors,possible 16S rRNA processing protein RimM,12h,PMM1605,locus_tag:locus_tag
PMM1606,2,-1.28,1.33,0.94,0.12,Other,Glutamine-fructose-6-phosphate transaminase (isomerizing),12h,PMM1606,locus_tag:locus_tag
PMM1607,2,-1.79,0.48,0.34,0.0,Photosystem I,Photosystem I subunit PsaC,12h,PMM1607,locus_tag:locus_tag
PMM1608,2,-2.11,1.02,0.72,0.0,"Fatty acid, phospholipid and sterol metabolism",acyl carrier protein (ACP),12h,PMM1608,locus_tag:locus_tag
PMM1609,2,-2.59,0.3,0.21,0.0,"Fatty acid, phospholipid and sterol metabolism",3-oxoacyl-[acyl-carrier-protein] synthase II,12h,PMM1609,locus_tag:locus_tag
PMM1610,2,-1.8,0.11,0.08,0.0,Other,Transketolase,12h,PMM1610,locus_tag:locus_tag
PMM1611,2,0.9,0.3,0.21,1.0,Thiamine,ThiC family,12h,PMM1611,locus_tag:locus_tag
